offline_id,activity_id,master_agent_id,offline_date,offline_start,offline_end,offline_category,productive_flag,approved_flag,duration_minutes,source_system
O00005160,ACT00018564,A010,2025-03-17,2025-03-17 13:33:00,2025-03-17 13:41:00,Waiting for Work,0,1,8.0,Queue Manager
O00005161,ACT00018565,A010,2025-03-17,2025-03-17 13:41:00,2025-03-17 13:55:00,Waiting for Work,0,1,14.0,Queue Manager
O00005162,ACT00018574,A010,2025-03-19,2025-03-19 07:00:00,2025-03-19 07:05:00,Admin,1,1,5.0,SharePoint Tracker
O00005163,ACT00018580,A010,2025-03-19,2025-03-19 08:25:00,2025-03-19 08:42:00,Admin,1,1,17.0,SharePoint Tracker
O00005164,ACT00018586,A010,2025-03-19,2025-03-19 10:22:00,2025-03-19 10:26:00,Waiting for Work,0,1,4.0,Queue Manager
O00005165,ACT00018587,A010,2025-03-19,2025-03-19 10:27:00,2025-03-19 10:41:00,Break,0,1,14.0,Queue Manager
O00005166,ACT00018588,A010,2025-03-19,2025-03-19 10:41:00,2025-03-19 10:51:00,Break,0,1,10.0,Queue Manager
O00005167,ACT00018589,A010,2025-03-19,2025-03-19 10:51:00,2025-03-19 10:56:00,Waiting for Work,0,1,5.0,Queue Manager
O00005168,ACT00018591,A010,2025-03-19,2025-03-19 11:00:00,2025-03-19 11:30:00,Lunch,0,1,30.0,Queue Manager
O00005169,ACT00018597,A010,2025-03-19,2025-03-19 12:51:00,2025-03-19 13:23:00,Unplanned Offline,0,0,32.0,Queue Manager
O00005170,ACT00018600,A010,2025-03-19,2025-03-19 13:58:00,2025-03-19 14:48:00,Waiting for Work,0,1,50.0,Queue Manager
O00005171,ACT00018605,A010,2025-03-20,2025-03-20 07:00:00,2025-03-20 07:11:00,Admin,1,1,11.0,SharePoint Tracker
O00005172,ACT00018606,A010,2025-03-20,2025-03-20 07:11:00,2025-03-20 07:27:00,Team Meeting,1,1,16.0,SharePoint Tracker
O00005173,ACT00018607,A010,2025-03-20,2025-03-20 07:27:00,2025-03-20 08:02:00,Waiting for Work,0,1,35.0,Queue Manager
O00005174,ACT00018609,A010,2025-03-20,2025-03-20 08:15:00,2025-03-20 08:20:00,Unplanned Offline,0,0,5.0,Queue Manager
O00005175,ACT00018612,A010,2025-03-20,2025-03-20 08:51:00,2025-03-20 09:21:00,Coaching,1,1,30.0,SharePoint Tracker
O00005176,ACT00018613,A010,2025-03-20,2025-03-20 09:23:00,2025-03-20 09:28:00,Waiting for Work,0,1,5.0,Queue Manager
O00005177,ACT00018619,A010,2025-03-20,2025-03-20 10:46:00,2025-03-20 11:00:00,Training,1,1,14.0,SharePoint Tracker
O00005178,ACT00018620,A010,2025-03-20,2025-03-20 11:00:00,2025-03-20 11:30:00,Lunch,0,1,30.0,Queue Manager
O00005179,ACT00018622,A010,2025-03-20,2025-03-20 11:37:00,2025-03-20 11:47:00,Waiting for Work,0,1,10.0,Queue Manager
O00005180,ACT00018625,A010,2025-03-20,2025-03-20 12:18:00,2025-03-20 13:01:00,System Issue,0,1,43.0,IT Incident Log
O00005181,ACT00018633,A010,2025-03-20,2025-03-20 15:02:00,2025-03-20 15:27:00,Coaching,1,1,25.0,SharePoint Tracker
O00005182,ACT00018634,A010,2025-03-20,2025-03-20 15:27:00,2025-03-20 15:29:00,Waiting for Work,0,1,2.0,Queue Manager
O00005183,ACT00018636,A010,2025-03-20,2025-03-20 15:42:00,2025-03-20 16:00:00,Email Support,1,1,18.0,Queue Manager
O00005184,ACT00018639,A010,2025-03-21,2025-03-21 07:26:00,2025-03-21 07:46:00,Waiting for Work,0,1,20.0,Queue Manager
O00005185,ACT00018641,A010,2025-03-21,2025-03-21 08:00:00,2025-03-21 08:08:00,Waiting for Work,0,1,8.0,Queue Manager
O00005186,ACT00018644,A010,2025-03-21,2025-03-21 08:44:00,2025-03-21 08:51:00,Waiting for Work,0,1,7.0,Queue Manager
O00005187,ACT00018645,A010,2025-03-21,2025-03-21 08:51:00,2025-03-21 09:33:00,Coaching,1,1,42.0,SharePoint Tracker
O00005188,ACT00018647,A010,2025-03-21,2025-03-21 09:50:00,2025-03-21 10:11:00,Admin,1,1,21.0,SharePoint Tracker
O00005189,ACT00018649,A010,2025-03-21,2025-03-21 10:50:00,2025-03-21 10:59:00,Waiting for Work,0,1,9.0,Queue Manager
O00005190,ACT00018651,A010,2025-03-21,2025-03-21 11:00:00,2025-03-21 11:30:00,Lunch,0,1,30.0,Queue Manager
O00005191,ACT00018656,A010,2025-03-21,2025-03-21 12:23:00,2025-03-21 12:46:00,Waiting for Work,0,1,23.0,Queue Manager
O00005192,ACT00018657,A010,2025-03-21,2025-03-21 12:46:00,2025-03-21 13:10:00,Team Meeting,1,1,24.0,SharePoint Tracker
O00005193,ACT00018658,A010,2025-03-21,2025-03-21 13:10:00,2025-03-21 14:41:00,Training,1,1,91.0,SharePoint Tracker
O00005194,ACT00018659,A010,2025-03-21,2025-03-21 14:42:00,2025-03-21 15:22:00,Waiting for Work,0,1,40.0,Queue Manager
O00005195,ACT00018662,A010,2025-03-24,2025-03-24 07:00:00,2025-03-24 07:20:00,Admin,1,1,20.0,SharePoint Tracker
O00005196,ACT00018672,A010,2025-03-24,2025-03-24 10:20:00,2025-03-24 10:56:00,Email Support,1,1,36.0,Queue Manager
O00005197,ACT00018674,A010,2025-03-24,2025-03-24 11:00:00,2025-03-24 11:30:00,Lunch,0,1,30.0,Queue Manager
O00005198,ACT00018675,A010,2025-03-24,2025-03-24 11:30:00,2025-03-24 12:06:00,Unplanned Offline,0,0,36.0,Queue Manager
O00005199,ACT00018678,A010,2025-03-24,2025-03-24 12:38:00,2025-03-24 13:56:00,Training,1,1,78.0,SharePoint Tracker
O00005200,ACT00018682,A010,2025-03-24,2025-03-24 14:33:00,2025-03-24 15:16:00,Waiting for Work,0,1,43.0,Queue Manager
O00005201,ACT00018685,A010,2025-03-26,2025-03-26 07:00:00,2025-03-26 07:20:00,Admin,1,1,20.0,SharePoint Tracker
O00005202,ACT00018699,A010,2025-03-26,2025-03-26 11:00:00,2025-03-26 11:30:00,Lunch,0,1,30.0,Queue Manager
O00005203,ACT00018713,A010,2025-03-26,2025-03-26 15:31:00,2025-03-26 15:45:00,Coaching,1,1,14.0,SharePoint Tracker
O00005204,ACT00018720,A010,2025-03-27,2025-03-27 08:41:00,2025-03-27 09:19:00,Email Support,1,1,38.0,Queue Manager
O00005205,ACT00018722,A010,2025-03-27,2025-03-27 09:37:00,2025-03-27 10:01:00,Email Support,1,1,24.0,Queue Manager
O00005206,ACT00018723,A010,2025-03-27,2025-03-27 10:01:00,2025-03-27 10:39:00,Admin,1,1,38.0,SharePoint Tracker
O00005207,ACT00018726,A010,2025-03-27,2025-03-27 11:00:00,2025-03-27 11:30:00,Lunch,0,1,30.0,Queue Manager
O00005208,ACT00018730,A010,2025-03-27,2025-03-27 12:12:00,2025-03-27 12:53:00,Waiting for Work,0,1,41.0,Queue Manager
O00005209,ACT00018731,A010,2025-03-27,2025-03-27 12:53:00,2025-03-27 13:18:00,Team Meeting,1,1,25.0,SharePoint Tracker
O00005210,ACT00018734,A010,2025-03-27,2025-03-27 13:55:00,2025-03-27 14:06:00,Waiting for Work,0,1,11.0,Queue Manager
O00005211,ACT00018738,A010,2025-03-27,2025-03-27 14:46:00,2025-03-27 15:33:00,Waiting for Work,0,1,47.0,Queue Manager
O00005212,ACT00018743,A010,2025-03-28,2025-03-28 08:30:00,2025-03-28 09:08:00,Unplanned Offline,0,0,38.0,Queue Manager
O00005213,ACT00018749,A010,2025-03-28,2025-03-28 11:00:00,2025-03-28 11:30:00,Lunch,0,1,30.0,Queue Manager
O00005214,ACT00018752,A010,2025-03-28,2025-03-28 11:58:00,2025-03-28 12:09:00,Break,0,1,11.0,Queue Manager
O00005215,ACT00018753,A010,2025-03-28,2025-03-28 12:09:00,2025-03-28 13:06:00,Email Support,1,1,57.0,Queue Manager
O00005216,ACT00018754,A010,2025-03-28,2025-03-28 13:06:00,2025-03-28 13:20:00,Break,0,1,14.0,Queue Manager
O00005217,ACT00018756,A010,2025-03-28,2025-03-28 13:39:00,2025-03-28 13:53:00,Break,0,1,14.0,Queue Manager
O00005218,ACT00018757,A010,2025-03-28,2025-03-28 13:53:00,2025-03-28 14:03:00,Break,0,1,10.0,Queue Manager
O00005219,ACT00018767,A010,2025-03-31,2025-03-31 07:05:00,2025-03-31 07:21:00,Admin,1,1,16.0,SharePoint Tracker
O00005220,ACT00018770,A010,2025-03-31,2025-03-31 08:19:00,2025-03-31 09:00:00,Admin,1,1,41.0,SharePoint Tracker
O00005221,ACT00018779,A010,2025-03-31,2025-03-31 11:00:00,2025-03-31 11:30:00,Lunch,0,1,30.0,Queue Manager
O00005222,ACT00018784,A010,2025-03-31,2025-03-31 12:56:00,2025-03-31 13:33:00,Coaching,1,1,37.0,SharePoint Tracker
O00005223,ACT00018785,A010,2025-03-31,2025-03-31 13:33:00,2025-03-31 14:51:00,Training,1,1,78.0,SharePoint Tracker
O00005224,ACT00018790,A011,2025-01-01,2025-01-01 07:00:00,2025-01-01 07:09:00,Waiting for Work,0,1,9.0,Queue Manager
O00005225,ACT00018791,A011,2025-01-01,2025-01-01 07:09:00,2025-01-01 07:57:00,Team Meeting,1,1,48.0,SharePoint Tracker
O00005226,ACT00018803,A011,2025-01-01,2025-01-01 10:58:00,2025-01-01 11:00:00,Team Meeting,1,1,2.0,SharePoint Tracker
O00005227,ACT00018804,A011,2025-01-01,2025-01-01 11:00:00,2025-01-01 11:30:00,Lunch,0,1,30.0,Queue Manager
O00005228,ACT00018808,A011,2025-01-01,2025-01-01 12:04:00,2025-01-01 12:22:00,Email Support,1,1,18.0,Queue Manager
O00005229,ACT00018809,A011,2025-01-01,2025-01-01 12:22:00,2025-01-01 12:32:00,Waiting for Work,0,1,10.0,Queue Manager
O00005230,ACT00018810,A011,2025-01-01,2025-01-01 12:32:00,2025-01-01 13:26:00,Email Support,1,1,54.0,Queue Manager
O00005231,ACT00018838,A011,2025-01-02,2025-01-02 11:00:00,2025-01-02 11:30:00,Lunch,0,1,30.0,Queue Manager
O00005232,ACT00018840,A011,2025-01-02,2025-01-02 11:44:00,2025-01-02 11:57:00,Break,0,1,13.0,Queue Manager
O00005233,ACT00018849,A011,2025-01-02,2025-01-02 14:22:00,2025-01-02 14:34:00,Break,0,1,12.0,Queue Manager
O00005234,ACT00018856,A011,2025-01-03,2025-01-03 07:00:00,2025-01-03 07:14:00,Admin,1,1,14.0,SharePoint Tracker
O00005235,ACT00018858,A011,2025-01-03,2025-01-03 07:32:00,2025-01-03 07:39:00,Waiting for Work,0,1,7.0,Queue Manager
O00005236,ACT00018860,A011,2025-01-03,2025-01-03 07:56:00,2025-01-03 07:59:00,Waiting for Work,0,1,3.0,Queue Manager
O00005237,ACT00018866,A011,2025-01-03,2025-01-03 09:50:00,2025-01-03 09:58:00,Waiting for Work,0,1,8.0,Queue Manager
O00005238,ACT00018870,A011,2025-01-03,2025-01-03 10:44:00,2025-01-03 10:50:00,Waiting for Work,0,1,6.0,Queue Manager
O00005239,ACT00018872,A011,2025-01-03,2025-01-03 11:00:00,2025-01-03 11:30:00,Lunch,0,1,30.0,Queue Manager
O00005240,ACT00018873,A011,2025-01-03,2025-01-03 11:30:00,2025-01-03 11:44:00,Waiting for Work,0,1,14.0,Queue Manager
O00005241,ACT00018874,A011,2025-01-03,2025-01-03 11:44:00,2025-01-03 12:40:00,System Issue,0,1,56.0,IT Incident Log
O00005242,ACT00018877,A011,2025-01-03,2025-01-03 13:08:00,2025-01-03 13:22:00,Break,0,1,14.0,Queue Manager
O00005243,ACT00018879,A011,2025-01-03,2025-01-03 13:40:00,2025-01-03 13:53:00,Waiting for Work,0,1,13.0,Queue Manager
O00005244,ACT00018886,A011,2025-01-03,2025-01-03 15:37:00,2025-01-03 16:00:00,Unplanned Offline,0,0,23.0,Queue Manager
O00005245,ACT00018887,A011,2025-01-06,2025-01-06 07:15:00,2025-01-06 07:20:00,Admin,1,1,5.0,SharePoint Tracker
O00005246,ACT00018888,A011,2025-01-06,2025-01-06 07:20:00,2025-01-06 08:29:00,System Issue,0,1,69.0,IT Incident Log
O00005247,ACT00018889,A011,2025-01-06,2025-01-06 08:29:00,2025-01-06 08:44:00,System Issue,0,1,15.0,IT Incident Log
O00005248,ACT00018893,A011,2025-01-06,2025-01-06 09:39:00,2025-01-06 10:35:00,Email Support,1,1,56.0,Queue Manager
O00005249,ACT00018896,A011,2025-01-06,2025-01-06 11:00:00,2025-01-06 11:30:00,Lunch,0,1,30.0,Queue Manager
O00005250,ACT00018901,A011,2025-01-06,2025-01-06 12:59:00,2025-01-06 13:09:00,Break,0,1,10.0,Queue Manager
O00005251,ACT00018904,A011,2025-01-06,2025-01-06 13:31:00,2025-01-06 13:48:00,Email Support,1,1,17.0,Queue Manager
O00005252,ACT00018907,A011,2025-01-06,2025-01-06 14:18:00,2025-01-06 14:28:00,Break,0,1,10.0,Queue Manager
O00005253,ACT00018908,A011,2025-01-06,2025-01-06 14:30:00,2025-01-06 14:52:00,Email Support,1,1,22.0,Queue Manager
O00005254,ACT00018909,A011,2025-01-06,2025-01-06 14:52:00,2025-01-06 15:04:00,Admin,1,1,12.0,SharePoint Tracker
O00005255,ACT00018912,A011,2025-01-07,2025-01-07 07:00:00,2025-01-07 07:54:00,Email Support,1,1,54.0,Queue Manager
O00005256,ACT00018913,A011,2025-01-07,2025-01-07 07:54:00,2025-01-07 09:54:00,Training,1,1,120.0,SharePoint Tracker
O00005257,ACT00018918,A011,2025-01-07,2025-01-07 11:00:00,2025-01-07 11:30:00,Lunch,0,1,30.0,Queue Manager
O00005258,ACT00018919,A011,2025-01-07,2025-01-07 11:30:00,2025-01-07 12:29:00,Email Support,1,1,59.0,Queue Manager
O00005259,ACT00018920,A011,2025-01-07,2025-01-07 12:29:00,2025-01-07 12:32:00,Waiting for Work,0,1,3.0,Queue Manager
O00005260,ACT00018921,A011,2025-01-07,2025-01-07 12:32:00,2025-01-07 13:04:00,Unplanned Offline,0,0,32.0,Queue Manager
O00005261,ACT00018923,A011,2025-01-07,2025-01-07 13:51:00,2025-01-07 14:33:00,Coaching,1,1,42.0,SharePoint Tracker
O00005262,ACT00018931,A011,2025-01-08,2025-01-08 07:00:00,2025-01-08 07:11:00,Admin,1,1,11.0,SharePoint Tracker
O00005263,ACT00018932,A011,2025-01-08,2025-01-08 07:11:00,2025-01-08 07:56:00,Unplanned Offline,0,0,45.0,Queue Manager
O00005264,ACT00018938,A011,2025-01-08,2025-01-08 09:00:00,2025-01-08 09:56:00,Email Support,1,1,56.0,Queue Manager
O00005265,ACT00018943,A011,2025-01-08,2025-01-08 11:00:00,2025-01-08 11:30:00,Lunch,0,1,30.0,Queue Manager
O00005266,ACT00018953,A011,2025-01-08,2025-01-08 14:44:00,2025-01-08 15:22:00,System Issue,0,1,38.0,IT Incident Log
O00005267,ACT00018957,A011,2025-01-09,2025-01-09 07:00:00,2025-01-09 07:17:00,Admin,1,1,17.0,SharePoint Tracker
O00005268,ACT00018961,A011,2025-01-09,2025-01-09 07:57:00,2025-01-09 08:40:00,Team Meeting,1,1,43.0,SharePoint Tracker
O00005269,ACT00018962,A011,2025-01-09,2025-01-09 08:40:00,2025-01-09 08:54:00,Break,0,1,14.0,Queue Manager
O00005270,ACT00018964,A011,2025-01-09,2025-01-09 09:08:00,2025-01-09 09:18:00,Admin,1,1,10.0,SharePoint Tracker
O00005271,ACT00018973,A011,2025-01-09,2025-01-09 11:00:00,2025-01-09 11:30:00,Lunch,0,1,30.0,Queue Manager
O00005272,ACT00018975,A011,2025-01-09,2025-01-09 11:46:00,2025-01-09 12:38:00,Training,1,1,52.0,SharePoint Tracker
O00005273,ACT00018977,A011,2025-01-09,2025-01-09 12:54:00,2025-01-09 13:56:00,System Issue,0,1,62.0,IT Incident Log
O00005274,ACT00018983,A011,2025-01-09,2025-01-09 15:14:00,2025-01-09 15:52:00,Unplanned Offline,0,0,38.0,Queue Manager
O00005275,ACT00018986,A011,2025-01-10,2025-01-10 07:20:00,2025-01-10 07:30:00,Break,0,1,10.0,Queue Manager
O00005276,ACT00018989,A011,2025-01-10,2025-01-10 07:51:00,2025-01-10 08:24:00,Waiting for Work,0,1,33.0,Queue Manager
O00005277,ACT00018991,A011,2025-01-10,2025-01-10 08:48:00,2025-01-10 09:20:00,System Issue,0,1,32.0,IT Incident Log
O00005278,ACT00018994,A011,2025-01-10,2025-01-10 10:21:00,2025-01-10 10:34:00,Waiting for Work,0,1,13.0,Queue Manager
O00005279,ACT00018997,A011,2025-01-10,2025-01-10 11:00:00,2025-01-10 11:30:00,Lunch,0,1,30.0,Queue Manager
O00005280,ACT00019002,A011,2025-01-10,2025-01-10 12:54:00,2025-01-10 13:14:00,Coaching,1,1,20.0,SharePoint Tracker
O00005281,ACT00019015,A011,2025-01-13,2025-01-13 08:31:00,2025-01-13 08:46:00,Email Support,1,1,15.0,Queue Manager
O00005282,ACT00019021,A011,2025-01-13,2025-01-13 10:23:00,2025-01-13 10:35:00,Waiting for Work,0,1,12.0,Queue Manager
O00005283,ACT00019023,A011,2025-01-13,2025-01-13 11:00:00,2025-01-13 11:30:00,Lunch,0,1,30.0,Queue Manager
O00005284,ACT00019024,A011,2025-01-13,2025-01-13 11:30:00,2025-01-13 11:55:00,Waiting for Work,0,1,25.0,Queue Manager
O00005285,ACT00019031,A011,2025-01-13,2025-01-13 13:15:00,2025-01-13 13:53:00,Waiting for Work,0,1,38.0,Queue Manager
O00005286,ACT00019032,A011,2025-01-13,2025-01-13 13:53:00,2025-01-13 14:22:00,Waiting for Work,0,1,29.0,Queue Manager
O00005287,ACT00019034,A011,2025-01-13,2025-01-13 14:36:00,2025-01-13 15:02:00,Waiting for Work,0,1,26.0,Queue Manager
O00005288,ACT00019036,A011,2025-01-13,2025-01-13 15:16:00,2025-01-13 15:27:00,Break,0,1,11.0,Queue Manager
O00005289,ACT00019040,A011,2025-01-14,2025-01-14 07:00:00,2025-01-14 07:15:00,Admin,1,1,15.0,SharePoint Tracker
O00005290,ACT00019046,A011,2025-01-14,2025-01-14 08:22:00,2025-01-14 08:32:00,Waiting for Work,0,1,10.0,Queue Manager
O00005291,ACT00019051,A011,2025-01-14,2025-01-14 09:48:00,2025-01-14 10:31:00,Unplanned Offline,0,0,43.0,Queue Manager
O00005292,ACT00019053,A011,2025-01-14,2025-01-14 10:53:00,2025-01-14 11:00:00,Waiting for Work,0,1,7.0,Queue Manager
O00005293,ACT00019054,A011,2025-01-14,2025-01-14 11:00:00,2025-01-14 11:30:00,Lunch,0,1,30.0,Queue Manager
O00005294,ACT00019058,A011,2025-01-14,2025-01-14 12:32:00,2025-01-14 13:31:00,Training,1,1,59.0,SharePoint Tracker
O00005295,ACT00019059,A011,2025-01-14,2025-01-14 13:31:00,2025-01-14 13:44:00,Break,0,1,13.0,Queue Manager
O00005296,ACT00019064,A011,2025-01-14,2025-01-14 15:12:00,2025-01-14 16:00:00,System Issue,0,1,48.0,IT Incident Log
O00005297,ACT00019069,A011,2025-01-15,2025-01-15 08:20:00,2025-01-15 08:25:00,Waiting for Work,0,1,5.0,Queue Manager
O00005298,ACT00019070,A011,2025-01-15,2025-01-15 08:27:00,2025-01-15 08:37:00,Break,0,1,10.0,Queue Manager
O00005299,ACT00019072,A011,2025-01-15,2025-01-15 08:53:00,2025-01-15 09:18:00,Waiting for Work,0,1,25.0,Queue Manager
O00005300,ACT00019078,A011,2025-01-15,2025-01-15 11:00:00,2025-01-15 11:30:00,Lunch,0,1,30.0,Queue Manager
O00005301,ACT00019083,A011,2025-01-15,2025-01-15 12:40:00,2025-01-15 13:45:00,System Issue,0,1,65.0,IT Incident Log
O00005302,ACT00019098,A011,2025-01-16,2025-01-16 08:48:00,2025-01-16 08:58:00,Break,0,1,10.0,Queue Manager
O00005303,ACT00019106,A011,2025-01-16,2025-01-16 11:00:00,2025-01-16 11:30:00,Lunch,0,1,30.0,Queue Manager
O00005304,ACT00019108,A011,2025-01-16,2025-01-16 11:47:00,2025-01-16 12:05:00,Waiting for Work,0,1,18.0,Queue Manager
O00005305,ACT00019111,A011,2025-01-16,2025-01-16 13:05:00,2025-01-16 13:41:00,Waiting for Work,0,1,36.0,Queue Manager
O00005306,ACT00019118,A011,2025-01-16,2025-01-16 15:06:00,2025-01-16 15:09:00,Waiting for Work,0,1,3.0,Queue Manager
O00005307,ACT00019119,A011,2025-01-16,2025-01-16 15:09:00,2025-01-16 15:22:00,Break,0,1,13.0,Queue Manager
O00005308,ACT00019123,A011,2025-01-17,2025-01-17 07:19:00,2025-01-17 07:54:00,Admin,1,1,35.0,SharePoint Tracker
O00005309,ACT00019124,A011,2025-01-17,2025-01-17 07:55:00,2025-01-17 08:14:00,Waiting for Work,0,1,19.0,Queue Manager
O00005310,ACT00019127,A011,2025-01-17,2025-01-17 08:46:00,2025-01-17 09:48:00,System Issue,0,1,62.0,IT Incident Log
O00005311,ACT00019128,A011,2025-01-17,2025-01-17 09:48:00,2025-01-17 09:52:00,Waiting for Work,0,1,4.0,Queue Manager
O00005312,ACT00019129,A011,2025-01-17,2025-01-17 09:52:00,2025-01-17 10:29:00,Email Support,1,1,37.0,Queue Manager
O00005313,ACT00019132,A011,2025-01-17,2025-01-17 11:00:00,2025-01-17 11:30:00,Lunch,0,1,30.0,Queue Manager
O00005314,ACT00019133,A011,2025-01-17,2025-01-17 11:30:00,2025-01-17 12:06:00,System Issue,0,1,36.0,IT Incident Log
O00005315,ACT00019136,A011,2025-01-17,2025-01-17 12:37:00,2025-01-17 13:18:00,Coaching,1,1,41.0,SharePoint Tracker
O00005316,ACT00019141,A011,2025-01-17,2025-01-17 14:59:00,2025-01-17 15:26:00,Admin,1,1,27.0,SharePoint Tracker
O00005317,ACT00019144,A011,2025-01-17,2025-01-17 15:55:00,2025-01-17 16:00:00,Waiting for Work,0,1,5.0,Queue Manager
O00005318,ACT00019145,A011,2025-01-18,2025-01-18 07:00:00,2025-01-18 07:06:00,Admin,1,1,6.0,SharePoint Tracker
O00005319,ACT00019147,A011,2025-01-18,2025-01-18 07:23:00,2025-01-18 07:58:00,Waiting for Work,0,1,35.0,Queue Manager
O00005320,ACT00019158,A011,2025-01-18,2025-01-18 11:00:00,2025-01-18 11:30:00,Lunch,0,1,30.0,Queue Manager
O00005321,ACT00019160,A011,2025-01-18,2025-01-18 11:47:00,2025-01-18 12:23:00,Team Meeting,1,1,36.0,SharePoint Tracker
O00005322,ACT00019165,A011,2025-01-18,2025-01-18 13:53:00,2025-01-18 14:08:00,Break,0,1,15.0,Queue Manager
O00005323,ACT00019167,A011,2025-01-18,2025-01-18 14:19:00,2025-01-18 14:29:00,Break,0,1,10.0,Queue Manager
O00005324,ACT00019168,A011,2025-01-18,2025-01-18 14:29:00,2025-01-18 14:44:00,Break,0,1,15.0,Queue Manager
O00005325,ACT00019169,A011,2025-01-18,2025-01-18 14:44:00,2025-01-18 15:30:00,Training,1,1,46.0,SharePoint Tracker
O00005326,ACT00019172,A011,2025-01-21,2025-01-21 07:00:00,2025-01-21 07:13:00,Admin,1,1,13.0,SharePoint Tracker
O00005327,ACT00019182,A011,2025-01-21,2025-01-21 10:51:00,2025-01-21 11:00:00,Email Support,1,1,9.0,Queue Manager
O00005328,ACT00019183,A011,2025-01-21,2025-01-21 11:00:00,2025-01-21 11:30:00,Lunch,0,1,30.0,Queue Manager
O00005329,ACT00019193,A011,2025-01-21,2025-01-21 13:51:00,2025-01-21 13:54:00,Waiting for Work,0,1,3.0,Queue Manager
O00005330,ACT00019194,A011,2025-01-21,2025-01-21 13:54:00,2025-01-21 14:07:00,Break,0,1,13.0,Queue Manager
O00005331,ACT00019197,A011,2025-01-21,2025-01-21 14:57:00,2025-01-21 16:00:00,Training,1,1,63.0,SharePoint Tracker
O00005332,ACT00019210,A011,2025-01-22,2025-01-22 10:23:00,2025-01-22 11:00:00,Email Support,1,1,37.0,Queue Manager
O00005333,ACT00019211,A011,2025-01-22,2025-01-22 11:00:00,2025-01-22 11:30:00,Lunch,0,1,30.0,Queue Manager
O00005334,ACT00019220,A011,2025-01-22,2025-01-22 13:34:00,2025-01-22 13:48:00,Waiting for Work,0,1,14.0,Queue Manager
O00005335,ACT00019222,A011,2025-01-22,2025-01-22 14:03:00,2025-01-22 14:06:00,Waiting for Work,0,1,3.0,Queue Manager
O00005336,ACT00019228,A011,2025-01-22,2025-01-22 15:37:00,2025-01-22 15:58:00,Team Meeting,1,1,21.0,SharePoint Tracker
O00005337,ACT00019231,A011,2025-01-24,2025-01-24 07:16:00,2025-01-24 07:52:00,Waiting for Work,0,1,36.0,Queue Manager
O00005338,ACT00019235,A011,2025-01-24,2025-01-24 08:50:00,2025-01-24 09:04:00,Waiting for Work,0,1,14.0,Queue Manager
O00005339,ACT00019240,A011,2025-01-24,2025-01-24 10:26:00,2025-01-24 10:33:00,Waiting for Work,0,1,7.0,Queue Manager
O00005340,ACT00019241,A011,2025-01-24,2025-01-24 10:35:00,2025-01-24 11:00:00,Coaching,1,1,25.0,SharePoint Tracker
O00005341,ACT00019242,A011,2025-01-24,2025-01-24 11:00:00,2025-01-24 11:30:00,Lunch,0,1,30.0,Queue Manager
O00005342,ACT00019249,A011,2025-01-24,2025-01-24 13:16:00,2025-01-24 13:30:00,Break,0,1,14.0,Queue Manager
O00005343,ACT00019256,A011,2025-01-24,2025-01-24 15:21:00,2025-01-24 16:00:00,Waiting for Work,0,1,39.0,Queue Manager
O00005344,ACT00019258,A011,2025-01-26,2025-01-26 07:10:00,2025-01-26 07:35:00,Coaching,1,1,25.0,SharePoint Tracker
O00005345,ACT00019260,A011,2025-01-26,2025-01-26 08:00:00,2025-01-26 08:08:00,Waiting for Work,0,1,8.0,Queue Manager
O00005346,ACT00019264,A011,2025-01-26,2025-01-26 09:23:00,2025-01-26 09:42:00,System Issue,0,1,19.0,IT Incident Log
O00005347,ACT00019267,A011,2025-01-26,2025-01-26 10:40:00,2025-01-26 10:48:00,Waiting for Work,0,1,8.0,Queue Manager
O00005348,ACT00019269,A011,2025-01-26,2025-01-26 11:00:00,2025-01-26 11:30:00,Lunch,0,1,30.0,Queue Manager
O00005349,ACT00019271,A011,2025-01-26,2025-01-26 11:42:00,2025-01-26 11:57:00,Waiting for Work,0,1,15.0,Queue Manager
O00005350,ACT00019272,A011,2025-01-26,2025-01-26 11:57:00,2025-01-26 12:02:00,Waiting for Work,0,1,5.0,Queue Manager
O00005351,ACT00019277,A011,2025-01-26,2025-01-26 13:24:00,2025-01-26 13:58:00,System Issue,0,1,34.0,IT Incident Log
O00005352,ACT00019280,A011,2025-01-26,2025-01-26 14:49:00,2025-01-26 14:59:00,Break,0,1,10.0,Queue Manager
O00005353,ACT00019283,A011,2025-01-26,2025-01-26 15:31:00,2025-01-26 15:55:00,System Issue,0,1,24.0,IT Incident Log
O00005354,ACT00019285,A011,2025-01-27,2025-01-27 07:00:00,2025-01-27 07:15:00,Break,0,1,15.0,Queue Manager
O00005355,ACT00019286,A011,2025-01-27,2025-01-27 07:15:00,2025-01-27 07:37:00,Team Meeting,1,1,22.0,SharePoint Tracker
O00005356,ACT00019288,A011,2025-01-27,2025-01-27 07:51:00,2025-01-27 08:22:00,Team Meeting,1,1,31.0,SharePoint Tracker
O00005357,ACT00019300,A011,2025-01-27,2025-01-27 11:00:00,2025-01-27 11:30:00,Lunch,0,1,30.0,Queue Manager
O00005358,ACT00019303,A011,2025-01-27,2025-01-27 12:15:00,2025-01-27 12:20:00,Waiting for Work,0,1,5.0,Queue Manager
O00005359,ACT00019310,A011,2025-01-27,2025-01-27 14:14:00,2025-01-27 14:58:00,Admin,1,1,44.0,SharePoint Tracker
