case_id,activity_id,master_agent_id,case_date,case_start,case_end,case_type,case_complexity,case_turnaround_hours,case_sla_met_flag
CS00003545,ACT00023658,A013,2025-03-06,2025-03-06 15:58:00,2025-03-06 16:15:00,Documentation,Medium,28.2,1
CS00003546,ACT00023660,A013,2025-03-07,2025-03-07 08:00:00,2025-03-07 08:38:00,Documentation,Medium,24.5,1
CS00003547,ACT00023661,A013,2025-03-07,2025-03-07 08:41:00,2025-03-07 09:25:00,Prior Authorization,Medium,26.9,1
CS00003548,ACT00023663,A013,2025-03-07,2025-03-07 09:38:00,2025-03-07 09:54:00,Appeal,Low,5.4,1
CS00003549,ACT00023677,A013,2025-03-07,2025-03-07 13:59:00,2025-03-07 14:30:00,Follow Up,Medium,20.2,0
CS00003550,ACT00023687,A013,2025-03-09,2025-03-09 08:00:00,2025-03-09 08:18:00,Appeal,Low,0.5,1
CS00003551,ACT00023690,A013,2025-03-09,2025-03-09 08:32:00,2025-03-09 08:53:00,Prior Authorization,Low,6.2,0
CS00003552,ACT00023697,A013,2025-03-09,2025-03-09 10:21:00,2025-03-09 10:29:00,Appeal,Low,10.2,1
CS00003553,ACT00023699,A013,2025-03-09,2025-03-09 10:40:00,2025-03-09 10:54:00,Prior Authorization,Low,5.2,1
CS00003554,ACT00023706,A013,2025-03-09,2025-03-09 12:30:00,2025-03-09 13:02:00,Documentation,Medium,10.0,1
CS00003555,ACT00023711,A013,2025-03-09,2025-03-09 13:49:00,2025-03-09 14:06:00,Eligibility,Low,16.4,1
CS00003556,ACT00023712,A013,2025-03-09,2025-03-09 14:06:00,2025-03-09 14:43:00,Eligibility,High,37.8,1
CS00003557,ACT00023717,A013,2025-03-09,2025-03-09 16:05:00,2025-03-09 16:13:00,Documentation,Medium,14.6,1
CS00003558,ACT00023720,A013,2025-03-09,2025-03-09 16:41:00,2025-03-09 17:00:00,Eligibility,Medium,26.2,1
CS00003559,ACT00023722,A013,2025-03-10,2025-03-10 08:10:00,2025-03-10 08:22:00,Eligibility,Low,6.5,1
CS00003560,ACT00023724,A013,2025-03-10,2025-03-10 08:31:00,2025-03-10 09:16:00,Appeal,Medium,11.6,1
CS00003561,ACT00023731,A013,2025-03-10,2025-03-10 11:35:00,2025-03-10 11:53:00,Appeal,Medium,18.7,1
CS00003562,ACT00023732,A013,2025-03-10,2025-03-10 11:53:00,2025-03-10 12:00:00,Prior Authorization,Low,3.3,1
CS00003563,ACT00023737,A013,2025-03-10,2025-03-10 13:21:00,2025-03-10 14:04:00,Follow Up,Low,0.5,1
CS00003564,ACT00023742,A013,2025-03-10,2025-03-10 15:15:00,2025-03-10 15:29:00,Appeal,Low,5.7,1
CS00003565,ACT00023746,A013,2025-03-10,2025-03-10 16:14:00,2025-03-10 16:45:00,Eligibility,Low,14.4,1
CS00003566,ACT00023749,A013,2025-03-11,2025-03-11 08:00:00,2025-03-11 08:13:00,Eligibility,Low,6.4,1
CS00003567,ACT00023775,A013,2025-03-11,2025-03-11 15:05:00,2025-03-11 15:14:00,Eligibility,High,43.2,1
CS00003568,ACT00023776,A013,2025-03-11,2025-03-11 15:14:00,2025-03-11 15:44:00,Documentation,Low,5.3,0
CS00003569,ACT00023777,A013,2025-03-11,2025-03-11 15:47:00,2025-03-11 16:27:00,Prior Authorization,Low,6.3,1
CS00003570,ACT00023783,A013,2025-03-12,2025-03-12 08:57:00,2025-03-12 09:25:00,Follow Up,Medium,32.6,1
CS00003571,ACT00023789,A013,2025-03-12,2025-03-12 12:30:00,2025-03-12 12:59:00,Follow Up,Medium,30.4,1
CS00003572,ACT00023793,A013,2025-03-12,2025-03-12 14:20:00,2025-03-12 14:28:00,Prior Authorization,High,32.1,1
CS00003573,ACT00023797,A013,2025-03-12,2025-03-12 15:45:00,2025-03-12 16:00:00,Appeal,Low,4.8,1
CS00003574,ACT00023804,A013,2025-03-13,2025-03-13 08:35:00,2025-03-13 09:14:00,Documentation,Medium,16.5,1
CS00003575,ACT00023810,A013,2025-03-13,2025-03-13 09:57:00,2025-03-13 10:12:00,Documentation,Low,10.6,1
CS00003576,ACT00023814,A013,2025-03-13,2025-03-13 10:58:00,2025-03-13 11:16:00,Prior Authorization,Medium,24.8,1
CS00003577,ACT00023815,A013,2025-03-13,2025-03-13 11:16:00,2025-03-13 11:53:00,Documentation,Medium,23.2,1
CS00003578,ACT00023822,A013,2025-03-13,2025-03-13 13:28:00,2025-03-13 13:40:00,Eligibility,Low,3.1,1
CS00003579,ACT00023823,A013,2025-03-13,2025-03-13 13:40:00,2025-03-13 14:01:00,Prior Authorization,High,55.0,1
CS00003580,ACT00023828,A013,2025-03-13,2025-03-13 14:50:00,2025-03-13 15:20:00,Documentation,Low,6.9,1
CS00003581,ACT00023830,A013,2025-03-13,2025-03-13 15:38:00,2025-03-13 15:52:00,Eligibility,Low,8.3,1
CS00003582,ACT00023832,A013,2025-03-13,2025-03-13 16:09:00,2025-03-13 16:22:00,Appeal,Medium,31.1,0
CS00003583,ACT00023833,A013,2025-03-13,2025-03-13 16:22:00,2025-03-13 16:41:00,Prior Authorization,Low,15.2,1
CS00003584,ACT00023842,A013,2025-03-14,2025-03-14 10:41:00,2025-03-14 11:09:00,Follow Up,Medium,25.4,1
CS00003585,ACT00023851,A013,2025-03-14,2025-03-14 13:40:00,2025-03-14 14:09:00,Documentation,Medium,8.9,1
CS00003586,ACT00023854,A013,2025-03-14,2025-03-14 14:39:00,2025-03-14 15:15:00,Appeal,Medium,6.3,1
CS00003587,ACT00023856,A013,2025-03-14,2025-03-14 15:59:00,2025-03-14 16:42:00,Follow Up,Low,2.2,1
CS00003588,ACT00023858,A013,2025-03-14,2025-03-14 16:58:00,2025-03-14 17:00:00,Prior Authorization,High,34.0,0
CS00003589,ACT00023864,A013,2025-03-15,2025-03-15 09:22:00,2025-03-15 09:35:00,Appeal,Low,10.5,1
CS00003590,ACT00023869,A013,2025-03-15,2025-03-15 10:22:00,2025-03-15 10:53:00,Follow Up,Medium,20.9,0
CS00003591,ACT00023870,A013,2025-03-15,2025-03-15 10:53:00,2025-03-15 11:28:00,Eligibility,Medium,15.7,1
CS00003592,ACT00023872,A013,2025-03-15,2025-03-15 11:40:00,2025-03-15 11:48:00,Follow Up,High,23.9,1
CS00003593,ACT00023875,A013,2025-03-15,2025-03-15 12:30:00,2025-03-15 12:39:00,Follow Up,Medium,22.4,1
CS00003594,ACT00023880,A013,2025-03-15,2025-03-15 13:44:00,2025-03-15 14:11:00,Eligibility,Low,6.2,1
CS00003595,ACT00023915,A013,2025-03-18,2025-03-18 08:00:00,2025-03-18 08:20:00,Follow Up,Low,4.8,1
CS00003596,ACT00023924,A013,2025-03-18,2025-03-18 10:49:00,2025-03-18 11:12:00,Documentation,High,35.2,1
CS00003597,ACT00023925,A013,2025-03-18,2025-03-18 11:12:00,2025-03-18 11:21:00,Documentation,Low,12.7,1
CS00003598,ACT00023930,A013,2025-03-18,2025-03-18 12:30:00,2025-03-18 12:42:00,Documentation,Low,4.0,1
CS00003599,ACT00023938,A013,2025-03-18,2025-03-18 14:39:00,2025-03-18 14:50:00,Follow Up,Medium,11.7,1
CS00003600,ACT00023940,A013,2025-03-18,2025-03-18 15:05:00,2025-03-18 15:13:00,Follow Up,Low,3.0,1
CS00003601,ACT00023943,A013,2025-03-18,2025-03-18 15:42:00,2025-03-18 16:01:00,Prior Authorization,Low,8.0,1
CS00003602,ACT00023949,A013,2025-03-20,2025-03-20 08:34:00,2025-03-20 08:54:00,Documentation,Medium,18.7,1
CS00003603,ACT00023952,A013,2025-03-20,2025-03-20 09:25:00,2025-03-20 09:42:00,Prior Authorization,Low,6.2,1
CS00003604,ACT00023953,A013,2025-03-20,2025-03-20 09:42:00,2025-03-20 09:59:00,Documentation,High,63.9,1
CS00003605,ACT00023955,A013,2025-03-20,2025-03-20 10:28:00,2025-03-20 10:42:00,Eligibility,High,42.4,1
CS00003606,ACT00023956,A013,2025-03-20,2025-03-20 10:42:00,2025-03-20 11:03:00,Eligibility,Medium,36.7,0
CS00003607,ACT00023959,A013,2025-03-20,2025-03-20 11:35:00,2025-03-20 12:00:00,Documentation,Medium,15.8,1
CS00003608,ACT00023963,A013,2025-03-20,2025-03-20 13:00:00,2025-03-20 13:29:00,Prior Authorization,Low,4.1,1
CS00003609,ACT00023964,A013,2025-03-20,2025-03-20 13:29:00,2025-03-20 13:45:00,Eligibility,Medium,14.6,1
CS00003610,ACT00023977,A013,2025-03-21,2025-03-21 08:00:00,2025-03-21 08:38:00,Follow Up,Low,4.4,1
CS00003611,ACT00023978,A013,2025-03-21,2025-03-21 08:38:00,2025-03-21 09:22:00,Appeal,High,34.9,1
CS00003612,ACT00023982,A013,2025-03-21,2025-03-21 10:31:00,2025-03-21 10:53:00,Appeal,Medium,20.0,1
CS00003613,ACT00023984,A013,2025-03-21,2025-03-21 11:14:00,2025-03-21 11:54:00,Appeal,Medium,7.3,1
CS00003614,ACT00023985,A013,2025-03-21,2025-03-21 11:54:00,2025-03-21 12:00:00,Appeal,Low,0.5,1
CS00003615,ACT00023990,A013,2025-03-21,2025-03-21 13:28:00,2025-03-21 14:08:00,Documentation,Medium,30.6,1
CS00003616,ACT00023993,A013,2025-03-21,2025-03-21 14:24:00,2025-03-21 14:43:00,Eligibility,Low,11.0,1
CS00003617,ACT00024004,A013,2025-03-24,2025-03-24 09:55:00,2025-03-24 10:03:00,Appeal,High,35.6,1
CS00003618,ACT00024005,A013,2025-03-24,2025-03-24 10:03:00,2025-03-24 10:29:00,Documentation,Low,15.4,1
CS00003619,ACT00024013,A013,2025-03-24,2025-03-24 12:30:00,2025-03-24 13:09:00,Prior Authorization,High,33.6,1
CS00003620,ACT00024014,A013,2025-03-24,2025-03-24 13:09:00,2025-03-24 13:47:00,Appeal,Low,3.1,1
CS00003621,ACT00024024,A013,2025-03-24,2025-03-24 16:56:00,2025-03-24 17:00:00,Eligibility,Low,9.4,1
CS00003622,ACT00024025,A013,2025-03-25,2025-03-25 08:15:00,2025-03-25 08:37:00,Eligibility,Low,6.1,1
CS00003623,ACT00024030,A013,2025-03-25,2025-03-25 10:05:00,2025-03-25 10:25:00,Documentation,Medium,13.3,1
CS00003624,ACT00024032,A013,2025-03-25,2025-03-25 10:36:00,2025-03-25 11:21:00,Documentation,Low,5.3,1
CS00003625,ACT00024033,A013,2025-03-25,2025-03-25 11:21:00,2025-03-25 11:39:00,Prior Authorization,Medium,16.5,1
CS00003626,ACT00024045,A013,2025-03-25,2025-03-25 14:41:00,2025-03-25 14:56:00,Follow Up,Low,1.1,1
CS00003627,ACT00024047,A013,2025-03-25,2025-03-25 15:11:00,2025-03-25 15:51:00,Appeal,Low,10.9,1
CS00003628,ACT00024048,A013,2025-03-25,2025-03-25 15:51:00,2025-03-25 16:17:00,Documentation,Medium,28.8,1
CS00003629,ACT00024051,A013,2025-03-25,2025-03-25 16:41:00,2025-03-25 17:00:00,Appeal,Medium,22.1,1
CS00003630,ACT00024052,A013,2025-03-26,2025-03-26 08:00:00,2025-03-26 08:17:00,Documentation,Medium,26.8,1
CS00003631,ACT00024056,A013,2025-03-26,2025-03-26 09:08:00,2025-03-26 09:40:00,Eligibility,High,22.2,1
CS00003632,ACT00024057,A013,2025-03-26,2025-03-26 09:40:00,2025-03-26 09:57:00,Appeal,Medium,2.5,1
CS00003633,ACT00024066,A013,2025-03-26,2025-03-26 12:58:00,2025-03-26 13:30:00,Follow Up,Low,4.1,1
CS00003634,ACT00024084,A013,2025-03-27,2025-03-27 09:29:00,2025-03-27 10:04:00,Follow Up,Low,5.8,1
CS00003635,ACT00024089,A013,2025-03-27,2025-03-27 11:01:00,2025-03-27 11:31:00,Prior Authorization,Medium,19.6,1
CS00003636,ACT00024096,A013,2025-03-27,2025-03-27 13:41:00,2025-03-27 14:20:00,Eligibility,Medium,25.5,1
CS00003637,ACT00024108,A013,2025-03-28,2025-03-28 09:38:00,2025-03-28 10:09:00,Prior Authorization,High,36.5,1
CS00003638,ACT00024113,A013,2025-03-28,2025-03-28 12:30:00,2025-03-28 13:06:00,Appeal,Medium,22.4,1
CS00003639,ACT00024117,A013,2025-03-28,2025-03-28 14:25:00,2025-03-28 14:35:00,Follow Up,Low,13.1,1
CS00003640,ACT00024118,A013,2025-03-28,2025-03-28 14:35:00,2025-03-28 15:06:00,Follow Up,Low,6.7,1
CS00003641,ACT00024119,A013,2025-03-28,2025-03-28 15:06:00,2025-03-28 15:45:00,Eligibility,Low,14.9,1
CS00003642,ACT00024140,A014,2025-01-01,2025-01-01 12:48:00,2025-01-01 13:18:00,Documentation,Medium,10.9,1
CS00003643,ACT00024141,A014,2025-01-01,2025-01-01 13:18:00,2025-01-01 13:43:00,Follow Up,Low,3.9,1
CS00003644,ACT00024156,A014,2025-01-02,2025-01-02 08:17:00,2025-01-02 08:40:00,Prior Authorization,Medium,15.6,1
CS00003645,ACT00024159,A014,2025-01-02,2025-01-02 09:02:00,2025-01-02 09:33:00,Eligibility,High,31.8,1
CS00003646,ACT00024171,A014,2025-01-02,2025-01-02 11:56:00,2025-01-02 12:00:00,Follow Up,Low,9.7,1
CS00003647,ACT00024177,A014,2025-01-02,2025-01-02 13:29:00,2025-01-02 13:52:00,Follow Up,Medium,24.9,0
CS00003648,ACT00024204,A014,2025-01-03,2025-01-03 14:06:00,2025-01-03 14:51:00,Follow Up,Low,12.8,1
CS00003649,ACT00024205,A014,2025-01-03,2025-01-03 14:51:00,2025-01-03 15:05:00,Prior Authorization,Low,7.3,1
CS00003650,ACT00024215,A014,2025-01-05,2025-01-05 08:55:00,2025-01-05 09:27:00,Eligibility,Medium,17.4,1
CS00003651,ACT00024222,A014,2025-01-05,2025-01-05 11:29:00,2025-01-05 12:00:00,Appeal,Medium,12.3,1
CS00003652,ACT00024231,A014,2025-01-05,2025-01-05 14:15:00,2025-01-05 14:43:00,Follow Up,Low,6.5,1
CS00003653,ACT00024235,A014,2025-01-05,2025-01-05 15:33:00,2025-01-05 15:47:00,Appeal,Low,9.9,1
CS00003654,ACT00024236,A014,2025-01-05,2025-01-05 15:47:00,2025-01-05 16:10:00,Appeal,High,44.6,1
CS00003655,ACT00024239,A014,2025-01-05,2025-01-05 16:36:00,2025-01-05 17:00:00,Documentation,Medium,17.5,1
CS00003656,ACT00024244,A014,2025-01-06,2025-01-06 08:53:00,2025-01-06 09:04:00,Appeal,Low,3.2,1
CS00003657,ACT00024254,A014,2025-01-06,2025-01-06 11:04:00,2025-01-06 11:26:00,Follow Up,Low,14.6,1
CS00003658,ACT00024258,A014,2025-01-06,2025-01-06 12:30:00,2025-01-06 12:51:00,Eligibility,Low,3.6,1
CS00003659,ACT00024259,A014,2025-01-06,2025-01-06 12:51:00,2025-01-06 13:12:00,Follow Up,Low,11.3,1
CS00003660,ACT00024263,A014,2025-01-06,2025-01-06 15:15:00,2025-01-06 15:24:00,Appeal,Low,4.7,1
CS00003661,ACT00024265,A014,2025-01-06,2025-01-06 15:26:00,2025-01-06 15:49:00,Eligibility,High,45.7,0
CS00003662,ACT00024271,A014,2025-01-07,2025-01-07 08:17:00,2025-01-07 08:58:00,Eligibility,Low,10.3,1
CS00003663,ACT00024280,A014,2025-01-07,2025-01-07 10:46:00,2025-01-07 11:09:00,Follow Up,Medium,3.6,1
CS00003664,ACT00024294,A014,2025-01-07,2025-01-07 15:15:00,2025-01-07 15:31:00,Eligibility,Low,6.5,1
CS00003665,ACT00024296,A014,2025-01-07,2025-01-07 15:43:00,2025-01-07 16:23:00,Appeal,Low,8.6,1
CS00003666,ACT00024298,A014,2025-01-07,2025-01-07 16:37:00,2025-01-07 17:00:00,Follow Up,High,33.5,0
CS00003667,ACT00024299,A014,2025-01-08,2025-01-08 08:00:00,2025-01-08 08:27:00,Prior Authorization,Low,1.8,1
CS00003668,ACT00024300,A014,2025-01-08,2025-01-08 08:27:00,2025-01-08 08:57:00,Eligibility,Low,8.9,1
CS00003669,ACT00024302,A014,2025-01-08,2025-01-08 09:12:00,2025-01-08 09:35:00,Documentation,Low,6.6,1
CS00003670,ACT00024307,A014,2025-01-08,2025-01-08 11:23:00,2025-01-08 11:54:00,Prior Authorization,Low,4.5,1
CS00003671,ACT00024310,A014,2025-01-08,2025-01-08 12:30:00,2025-01-08 13:15:00,Documentation,Medium,15.8,1
CS00003672,ACT00024312,A014,2025-01-08,2025-01-08 13:20:00,2025-01-08 13:35:00,Appeal,Medium,29.7,1
CS00003673,ACT00024314,A014,2025-01-08,2025-01-08 13:50:00,2025-01-08 14:16:00,Documentation,Low,14.4,1
CS00003674,ACT00024317,A014,2025-01-08,2025-01-08 14:34:00,2025-01-08 14:51:00,Prior Authorization,Low,10.4,1
CS00003675,ACT00024318,A014,2025-01-08,2025-01-08 14:51:00,2025-01-08 15:06:00,Eligibility,Low,7.9,1
CS00003676,ACT00024323,A014,2025-01-08,2025-01-08 16:06:00,2025-01-08 16:39:00,Follow Up,Low,7.7,1
CS00003677,ACT00024330,A014,2025-01-10,2025-01-10 09:58:00,2025-01-10 10:12:00,Appeal,High,42.5,1
CS00003678,ACT00024332,A014,2025-01-10,2025-01-10 10:26:00,2025-01-10 10:34:00,Documentation,Medium,16.4,1
CS00003679,ACT00024337,A014,2025-01-10,2025-01-10 12:43:00,2025-01-10 13:08:00,Appeal,Medium,25.9,1
CS00003680,ACT00024338,A014,2025-01-10,2025-01-10 13:10:00,2025-01-10 13:52:00,Eligibility,Low,16.4,1
CS00003681,ACT00024341,A014,2025-01-10,2025-01-10 15:48:00,2025-01-10 15:58:00,Prior Authorization,Low,10.8,1
CS00003682,ACT00024342,A014,2025-01-10,2025-01-10 15:58:00,2025-01-10 16:32:00,Documentation,Low,9.4,1
CS00003683,ACT00024348,A014,2025-01-13,2025-01-13 09:02:00,2025-01-13 09:15:00,Prior Authorization,High,52.2,1
CS00003684,ACT00024349,A014,2025-01-13,2025-01-13 09:15:00,2025-01-13 09:47:00,Appeal,High,54.8,1
CS00003685,ACT00024352,A014,2025-01-13,2025-01-13 10:23:00,2025-01-13 10:40:00,Prior Authorization,Low,15.8,1
CS00003686,ACT00024354,A014,2025-01-13,2025-01-13 10:55:00,2025-01-13 11:20:00,Documentation,Low,8.9,1
CS00003687,ACT00024359,A014,2025-01-13,2025-01-13 12:42:00,2025-01-13 13:24:00,Follow Up,Low,1.3,1
CS00003688,ACT00024362,A014,2025-01-13,2025-01-13 13:47:00,2025-01-13 14:23:00,Prior Authorization,Low,13.0,1
CS00003689,ACT00024364,A014,2025-01-13,2025-01-13 14:40:00,2025-01-13 14:53:00,Eligibility,Low,14.9,1
CS00003690,ACT00024370,A014,2025-01-13,2025-01-13 16:35:00,2025-01-13 17:00:00,Appeal,High,38.0,1
CS00003691,ACT00024372,A014,2025-01-14,2025-01-14 08:38:00,2025-01-14 09:07:00,Eligibility,Medium,4.1,1
CS00003692,ACT00024375,A014,2025-01-14,2025-01-14 09:36:00,2025-01-14 09:54:00,Appeal,Low,1.9,0
CS00003693,ACT00024381,A014,2025-01-14,2025-01-14 10:59:00,2025-01-14 11:36:00,Documentation,Low,13.3,1
CS00003694,ACT00024383,A014,2025-01-14,2025-01-14 11:52:00,2025-01-14 12:00:00,Documentation,Low,4.7,1
CS00003695,ACT00024385,A014,2025-01-14,2025-01-14 12:30:00,2025-01-14 12:52:00,Prior Authorization,Medium,21.1,1
CS00003696,ACT00024408,A014,2025-01-17,2025-01-17 08:51:00,2025-01-17 09:27:00,Follow Up,Low,9.8,0
CS00003697,ACT00024412,A014,2025-01-17,2025-01-17 10:13:00,2025-01-17 10:51:00,Appeal,Medium,19.3,1
CS00003698,ACT00024417,A014,2025-01-17,2025-01-17 11:50:00,2025-01-17 12:00:00,Prior Authorization,Medium,6.9,1
CS00003699,ACT00024421,A014,2025-01-17,2025-01-17 13:32:00,2025-01-17 14:13:00,Eligibility,Low,11.2,1
CS00003700,ACT00024422,A014,2025-01-17,2025-01-17 14:13:00,2025-01-17 14:21:00,Eligibility,Medium,7.4,0
CS00003701,ACT00024424,A014,2025-01-17,2025-01-17 15:03:00,2025-01-17 15:37:00,Documentation,Medium,7.3,1
CS00003702,ACT00024427,A014,2025-01-17,2025-01-17 15:58:00,2025-01-17 16:42:00,Prior Authorization,High,41.5,0
CS00003703,ACT00024428,A014,2025-01-17,2025-01-17 16:42:00,2025-01-17 17:00:00,Prior Authorization,Low,1.3,1
CS00003704,ACT00024448,A014,2025-01-20,2025-01-20 12:58:00,2025-01-20 13:25:00,Documentation,Low,3.8,1
CS00003705,ACT00024452,A014,2025-01-20,2025-01-20 14:18:00,2025-01-20 14:39:00,Documentation,Low,5.3,0
CS00003706,ACT00024453,A014,2025-01-20,2025-01-20 14:39:00,2025-01-20 15:19:00,Documentation,Medium,16.2,0
CS00003707,ACT00024454,A014,2025-01-20,2025-01-20 15:22:00,2025-01-20 15:30:00,Follow Up,Low,5.2,1
CS00003708,ACT00024457,A014,2025-01-20,2025-01-20 16:30:00,2025-01-20 16:56:00,Appeal,Low,8.6,1
CS00003709,ACT00024460,A014,2025-01-21,2025-01-21 08:19:00,2025-01-21 08:43:00,Appeal,Medium,18.4,0
CS00003710,ACT00024461,A014,2025-01-21,2025-01-21 08:43:00,2025-01-21 09:10:00,Documentation,High,29.5,1
CS00003711,ACT00024463,A014,2025-01-21,2025-01-21 09:26:00,2025-01-21 10:04:00,Prior Authorization,High,41.5,1
CS00003712,ACT00024467,A014,2025-01-21,2025-01-21 10:48:00,2025-01-21 11:17:00,Appeal,Low,9.2,1
CS00003713,ACT00024469,A014,2025-01-21,2025-01-21 11:22:00,2025-01-21 12:00:00,Appeal,Low,8.4,1
CS00003714,ACT00024471,A014,2025-01-21,2025-01-21 12:30:00,2025-01-21 13:15:00,Prior Authorization,Low,8.5,1
CS00003715,ACT00024475,A014,2025-01-21,2025-01-21 14:42:00,2025-01-21 15:05:00,Prior Authorization,Low,6.9,1
CS00003716,ACT00024484,A014,2025-01-22,2025-01-22 09:16:00,2025-01-22 09:34:00,Follow Up,Medium,15.2,1
CS00003717,ACT00024486,A014,2025-01-22,2025-01-22 10:04:00,2025-01-22 10:14:00,Documentation,High,34.8,1
CS00003718,ACT00024487,A014,2025-01-22,2025-01-22 10:14:00,2025-01-22 10:40:00,Eligibility,Medium,25.4,0
CS00003719,ACT00024489,A014,2025-01-22,2025-01-22 10:51:00,2025-01-22 11:04:00,Follow Up,Low,15.2,1
CS00003720,ACT00024502,A014,2025-01-22,2025-01-22 15:11:00,2025-01-22 15:46:00,Appeal,Low,8.2,1
CS00003721,ACT00024504,A014,2025-01-22,2025-01-22 15:59:00,2025-01-22 16:07:00,Follow Up,Low,6.9,1
CS00003722,ACT00024507,A014,2025-01-23,2025-01-23 08:10:00,2025-01-23 08:29:00,Appeal,Medium,25.1,1
CS00003723,ACT00024510,A014,2025-01-23,2025-01-23 09:15:00,2025-01-23 09:50:00,Eligibility,Low,17.6,1
CS00003724,ACT00024513,A014,2025-01-23,2025-01-23 10:21:00,2025-01-23 11:02:00,Appeal,Medium,6.3,1
CS00003725,ACT00024515,A014,2025-01-23,2025-01-23 11:20:00,2025-01-23 11:51:00,Appeal,Low,6.6,1
CS00003726,ACT00024526,A014,2025-01-23,2025-01-23 14:29:00,2025-01-23 14:59:00,Documentation,Low,15.8,1
CS00003727,ACT00024527,A014,2025-01-23,2025-01-23 14:59:00,2025-01-23 15:22:00,Appeal,Medium,24.1,1
CS00003728,ACT00024529,A014,2025-01-23,2025-01-23 16:17:00,2025-01-23 16:34:00,Documentation,Medium,24.6,1
CS00003729,ACT00024531,A014,2025-01-23,2025-01-23 16:44:00,2025-01-23 17:00:00,Appeal,High,59.6,1
CS00003730,ACT00024532,A014,2025-01-24,2025-01-24 08:00:00,2025-01-24 08:21:00,Documentation,Low,5.8,1
CS00003731,ACT00024535,A014,2025-01-24,2025-01-24 08:59:00,2025-01-24 09:32:00,Follow Up,Medium,6.1,1
CS00003732,ACT00024542,A014,2025-01-24,2025-01-24 11:54:00,2025-01-24 12:00:00,Eligibility,Low,6.2,1
CS00003733,ACT00024544,A014,2025-01-24,2025-01-24 12:30:00,2025-01-24 12:41:00,Follow Up,Medium,21.7,0
CS00003734,ACT00024554,A014,2025-01-24,2025-01-24 16:16:00,2025-01-24 16:30:00,Eligibility,Low,9.6,1
CS00003735,ACT00024555,A014,2025-01-24,2025-01-24 16:31:00,2025-01-24 16:53:00,Follow Up,Low,8.3,1
CS00003736,ACT00024556,A014,2025-01-24,2025-01-24 16:55:00,2025-01-24 17:00:00,Appeal,Low,5.3,1
CS00003737,ACT00024563,A014,2025-01-27,2025-01-27 09:22:00,2025-01-27 09:43:00,Appeal,Low,7.3,1
CS00003738,ACT00024567,A014,2025-01-27,2025-01-27 10:22:00,2025-01-27 10:33:00,Prior Authorization,Low,6.8,1
CS00003739,ACT00024577,A014,2025-01-27,2025-01-27 13:45:00,2025-01-27 14:00:00,Eligibility,Low,2.2,1
CS00003740,ACT00024578,A014,2025-01-27,2025-01-27 14:00:00,2025-01-27 14:11:00,Follow Up,Low,7.1,1
CS00003741,ACT00024580,A014,2025-01-27,2025-01-27 14:20:00,2025-01-27 14:30:00,Documentation,Low,4.5,1
CS00003742,ACT00024586,A014,2025-01-27,2025-01-27 15:16:00,2025-01-27 15:47:00,Appeal,Medium,23.2,1
CS00003743,ACT00024589,A014,2025-01-27,2025-01-27 16:44:00,2025-01-27 17:00:00,Documentation,High,26.4,1
CS00003744,ACT00024591,A014,2025-01-28,2025-01-28 08:09:00,2025-01-28 08:33:00,Eligibility,Medium,5.5,1
CS00003745,ACT00024594,A014,2025-01-28,2025-01-28 09:40:00,2025-01-28 10:21:00,Appeal,Low,8.7,1
CS00003746,ACT00024601,A014,2025-01-28,2025-01-28 11:47:00,2025-01-28 12:00:00,Eligibility,Low,3.3,1
CS00003747,ACT00024624,A014,2025-01-29,2025-01-29 10:22:00,2025-01-29 10:40:00,Documentation,Low,7.1,1
CS00003748,ACT00024626,A014,2025-01-29,2025-01-29 11:30:00,2025-01-29 12:00:00,Eligibility,Low,4.7,1
CS00003749,ACT00024630,A014,2025-01-29,2025-01-29 12:53:00,2025-01-29 13:06:00,Documentation,Low,14.6,1
CS00003750,ACT00024631,A014,2025-01-29,2025-01-29 13:06:00,2025-01-29 13:37:00,Follow Up,Low,9.0,1
CS00003751,ACT00024644,A014,2025-01-29,2025-01-29 16:37:00,2025-01-29 17:00:00,Appeal,High,40.7,0
CS00003752,ACT00024650,A014,2025-01-30,2025-01-30 10:10:00,2025-01-30 10:32:00,Appeal,Low,12.8,1
CS00003753,ACT00024658,A014,2025-01-30,2025-01-30 12:30:00,2025-01-30 12:38:00,Eligibility,Medium,31.9,1
CS00003754,ACT00024663,A014,2025-01-30,2025-01-30 14:11:00,2025-01-30 14:48:00,Appeal,Medium,25.9,1
CS00003755,ACT00024665,A014,2025-01-30,2025-01-30 15:02:00,2025-01-30 15:30:00,Eligibility,High,24.5,1
CS00003756,ACT00024680,A014,2025-01-31,2025-01-31 12:30:00,2025-01-31 12:55:00,Documentation,High,28.3,1
CS00003757,ACT00024682,A014,2025-01-31,2025-01-31 13:12:00,2025-01-31 13:54:00,Prior Authorization,Low,9.5,1
CS00003758,ACT00024689,A014,2025-02-03,2025-02-03 08:07:00,2025-02-03 08:46:00,Prior Authorization,Medium,14.4,1
CS00003759,ACT00024690,A014,2025-02-03,2025-02-03 08:46:00,2025-02-03 09:14:00,Prior Authorization,High,29.9,1
CS00003760,ACT00024710,A014,2025-02-03,2025-02-03 13:41:00,2025-02-03 14:10:00,Prior Authorization,Low,11.1,1
CS00003761,ACT00024723,A014,2025-02-03,2025-02-03 16:40:00,2025-02-03 16:55:00,Eligibility,Low,1.0,1
