call_id,activity_id,master_agent_id,call_date,call_start,call_end,queue,talk_seconds,hold_seconds,after_call_work_seconds,answer_speed_seconds,sla_seconds,sla_met_flag,abandoned_flag,customer_id,aht_seconds
C00026764,ACT00046739,A025,2025-03-29,2025-03-29 14:07:00,2025-03-29 14:25:00,Technical Support,901,61,118,427,180,0,1,CU0005122,1080
C00026765,ACT00046741,A025,2025-03-29,2025-03-29 15:10:00,2025-03-29 15:25:00,Billing Support,653,16,231,20,90,1,0,CU0001106,900
C00026766,ACT00046745,A025,2025-03-29,2025-03-29 16:34:00,2025-03-29 16:41:00,Claims Support,137,46,237,9,120,1,0,CU0006104,420
C00026767,ACT00046747,A025,2025-03-29,2025-03-29 17:25:00,2025-03-29 17:39:00,Claims Support,673,9,158,5,120,1,0,CU0019939,840
C00026768,ACT00046748,A025,2025-03-29,2025-03-29 17:40:00,2025-03-29 17:54:00,Member Services,605,44,191,13,60,1,0,CU0006389,840
C00026769,ACT00046749,A025,2025-03-29,2025-03-29 17:54:00,2025-03-29 18:00:00,Claims Support,223,33,104,121,120,0,0,CU0011339,360
C00026770,ACT00046750,A025,2025-03-31,2025-03-31 09:00:00,2025-03-31 09:17:00,Billing Support,722,71,227,17,90,1,0,CU0004871,1020
C00026771,ACT00046751,A025,2025-03-31,2025-03-31 09:17:00,2025-03-31 09:28:00,Billing Support,342,111,207,85,90,1,0,CU0019144,660
C00026772,ACT00046752,A025,2025-03-31,2025-03-31 09:28:00,2025-03-31 09:45:00,Billing Support,707,38,275,8,90,1,0,CU0011090,1020
C00026773,ACT00046754,A025,2025-03-31,2025-03-31 09:59:00,2025-03-31 10:15:00,Technical Support,682,91,187,16,180,1,0,CU0013724,960
C00026774,ACT00046756,A025,2025-03-31,2025-03-31 10:22:00,2025-03-31 10:40:00,Technical Support,832,51,197,152,180,1,0,CU0019264,1080
C00026775,ACT00046757,A025,2025-03-31,2025-03-31 10:42:00,2025-03-31 10:52:00,Member Services,285,96,219,64,60,0,0,CU0013198,600
C00026776,ACT00046761,A025,2025-03-31,2025-03-31 12:10:00,2025-03-31 12:31:00,Technical Support,1116,81,63,170,180,1,0,CU0010409,1260
C00026777,ACT00046766,A025,2025-03-31,2025-03-31 14:13:00,2025-03-31 14:28:00,Billing Support,753,1,146,16,90,1,0,CU0014307,900
C00026778,ACT00046769,A025,2025-03-31,2025-03-31 14:48:00,2025-03-31 14:56:00,Member Services,102,62,316,27,60,1,0,CU0003688,480
C00026779,ACT00046770,A025,2025-03-31,2025-03-31 14:56:00,2025-03-31 15:12:00,Billing Support,785,24,151,39,90,1,0,CU0009154,960
C00026780,ACT00046771,A025,2025-03-31,2025-03-31 15:12:00,2025-03-31 15:35:00,Technical Support,1188,52,140,100,180,1,0,CU0013004,1380
C00026781,ACT00046772,A025,2025-03-31,2025-03-31 15:35:00,2025-03-31 15:45:00,Member Services,346,13,241,21,60,1,0,CU0015043,600
C00026782,ACT00046776,A025,2025-03-31,2025-03-31 17:55:00,2025-03-31 18:00:00,Member Services,196,28,76,4,60,1,0,CU0015592,300
C00026783,ACT00046778,A026,2025-01-01,2025-01-01 08:16:00,2025-01-01 08:34:00,Technical Support,782,3,295,14,180,1,0,CU0018975,1080
C00026784,ACT00046780,A026,2025-01-01,2025-01-01 08:48:00,2025-01-01 09:02:00,Billing Support,760,7,73,60,90,1,0,CU0005300,840
C00026785,ACT00046782,A026,2025-01-01,2025-01-01 09:48:00,2025-01-01 10:04:00,Billing Support,804,18,138,31,90,1,0,CU0006857,960
C00026786,ACT00046783,A026,2025-01-01,2025-01-01 10:05:00,2025-01-01 10:25:00,Technical Support,856,57,287,51,180,1,0,CU0013323,1200
C00026787,ACT00046784,A026,2025-01-01,2025-01-01 10:25:00,2025-01-01 10:37:00,Member Services,543,56,121,10,60,1,0,CU0011741,720
C00026788,ACT00046785,A026,2025-01-01,2025-01-01 10:38:00,2025-01-01 10:49:00,Billing Support,599,31,30,52,90,1,0,CU0009141,660
C00026789,ACT00046786,A026,2025-01-01,2025-01-01 10:49:00,2025-01-01 11:07:00,Technical Support,748,13,319,2,180,1,0,CU0006727,1080
C00026790,ACT00046787,A026,2025-01-01,2025-01-01 11:08:00,2025-01-01 11:15:00,Claims Support,279,7,134,3,120,1,0,CU0011830,420
C00026791,ACT00046788,A026,2025-01-01,2025-01-01 11:15:00,2025-01-01 11:33:00,Technical Support,976,14,90,123,180,1,0,CU0005638,1080
C00026792,ACT00046791,A026,2025-01-01,2025-01-01 12:30:00,2025-01-01 12:38:00,Member Services,240,104,136,42,60,1,0,CU0012058,480
C00026793,ACT00046794,A026,2025-01-01,2025-01-01 13:57:00,2025-01-01 14:13:00,Technical Support,750,60,150,24,180,1,0,CU0000062,960
C00026794,ACT00046795,A026,2025-01-01,2025-01-01 14:13:00,2025-01-01 14:27:00,Claims Support,619,1,220,164,120,0,0,CU0004624,840
C00026795,ACT00046796,A026,2025-01-01,2025-01-01 14:27:00,2025-01-01 14:39:00,Member Services,437,50,233,50,60,1,0,CU0000013,720
C00026796,ACT00046797,A026,2025-01-01,2025-01-01 14:39:00,2025-01-01 14:50:00,Billing Support,570,6,84,33,90,1,0,CU0011488,660
C00026797,ACT00046799,A026,2025-01-01,2025-01-01 15:01:00,2025-01-01 15:06:00,Billing Support,78,51,171,40,90,1,0,CU0000389,300
C00026798,ACT00046801,A026,2025-01-01,2025-01-01 15:20:00,2025-01-01 15:30:00,Billing Support,364,40,196,48,90,1,0,CU0002665,600
C00026799,ACT00046803,A026,2025-01-01,2025-01-01 16:04:00,2025-01-01 16:19:00,Claims Support,564,125,211,18,120,1,0,CU0003911,900
C00026800,ACT00046804,A026,2025-01-01,2025-01-01 16:19:00,2025-01-01 16:33:00,Member Services,713,9,118,59,60,1,0,CU0011106,840
C00026801,ACT00046806,A026,2025-01-02,2025-01-02 08:00:00,2025-01-02 08:10:00,Claims Support,453,67,80,5,120,1,0,CU0000777,600
C00026802,ACT00046809,A026,2025-01-02,2025-01-02 09:10:00,2025-01-02 09:29:00,Technical Support,916,38,186,277,180,0,0,CU0010933,1140
C00026803,ACT00046810,A026,2025-01-02,2025-01-02 09:29:00,2025-01-02 09:43:00,Technical Support,697,60,83,5,180,1,0,CU0007472,840
C00026804,ACT00046811,A026,2025-01-02,2025-01-02 09:43:00,2025-01-02 09:49:00,Member Services,210,5,145,151,60,0,0,CU0012354,360
C00026805,ACT00046812,A026,2025-01-02,2025-01-02 09:50:00,2025-01-02 10:07:00,Technical Support,870,24,126,138,180,1,0,CU0005198,1020
C00026806,ACT00046814,A026,2025-01-02,2025-01-02 10:42:00,2025-01-02 11:03:00,Claims Support,992,72,196,33,120,1,0,CU0012211,1260
C00026807,ACT00046815,A026,2025-01-02,2025-01-02 11:03:00,2025-01-02 11:12:00,Member Services,324,78,138,76,60,0,0,CU0013406,540
C00026808,ACT00046816,A026,2025-01-02,2025-01-02 11:12:00,2025-01-02 11:25:00,Billing Support,569,48,163,47,90,1,0,CU0007676,780
C00026809,ACT00046818,A026,2025-01-02,2025-01-02 11:56:00,2025-01-02 12:00:00,Billing Support,60,62,183,58,90,1,0,CU0016271,305
C00026810,ACT00046821,A026,2025-01-02,2025-01-02 13:44:00,2025-01-02 13:55:00,Member Services,511,36,113,73,60,0,0,CU0006491,660
C00026811,ACT00046823,A026,2025-01-02,2025-01-02 14:36:00,2025-01-02 14:49:00,Billing Support,605,11,164,88,90,1,0,CU0003497,780
C00026812,ACT00046824,A026,2025-01-02,2025-01-02 14:49:00,2025-01-02 15:04:00,Technical Support,706,10,184,20,180,1,0,CU0009312,900
C00026813,ACT00046825,A026,2025-01-02,2025-01-02 15:04:00,2025-01-02 15:12:00,Billing Support,132,72,276,39,90,1,0,CU0012535,480
C00026814,ACT00046826,A026,2025-01-02,2025-01-02 15:12:00,2025-01-02 15:29:00,Claims Support,814,52,154,34,120,1,0,CU0015297,1020
C00026815,ACT00046829,A026,2025-01-03,2025-01-03 08:12:00,2025-01-03 08:28:00,Billing Support,705,15,240,16,90,1,0,CU0010180,960
C00026816,ACT00046830,A026,2025-01-03,2025-01-03 08:28:00,2025-01-03 08:36:00,Member Services,357,39,84,88,60,0,0,CU0008138,480
C00026817,ACT00046832,A026,2025-01-03,2025-01-03 08:51:00,2025-01-03 09:04:00,Billing Support,583,11,186,7,90,1,0,CU0005473,780
C00026818,ACT00046833,A026,2025-01-03,2025-01-03 09:04:00,2025-01-03 09:22:00,Claims Support,811,18,251,167,120,0,0,CU0008164,1080
C00026819,ACT00046834,A026,2025-01-03,2025-01-03 09:23:00,2025-01-03 09:40:00,Billing Support,791,74,155,57,90,1,0,CU0014029,1020
C00026820,ACT00046835,A026,2025-01-03,2025-01-03 09:42:00,2025-01-03 09:59:00,Technical Support,778,85,157,7,180,1,0,CU0007006,1020
C00026821,ACT00046836,A026,2025-01-03,2025-01-03 09:59:00,2025-01-03 10:11:00,Claims Support,347,69,304,15,120,1,0,CU0019196,720
C00026822,ACT00046838,A026,2025-01-03,2025-01-03 10:25:00,2025-01-03 10:48:00,Claims Support,1170,82,128,46,120,1,0,CU0019971,1380
C00026823,ACT00046839,A026,2025-01-03,2025-01-03 10:48:00,2025-01-03 11:00:00,Claims Support,559,1,160,177,120,0,0,CU0002751,720
C00026824,ACT00046840,A026,2025-01-03,2025-01-03 11:00:00,2025-01-03 11:08:00,Member Services,293,19,168,6,60,1,0,CU0019795,480
C00026825,ACT00046841,A026,2025-01-03,2025-01-03 11:08:00,2025-01-03 11:19:00,Member Services,428,117,115,15,60,1,0,CU0019292,660
C00026826,ACT00046842,A026,2025-01-03,2025-01-03 11:21:00,2025-01-03 11:40:00,Claims Support,971,9,160,21,120,1,0,CU0004470,1140
C00026827,ACT00046843,A026,2025-01-03,2025-01-03 11:42:00,2025-01-03 11:47:00,Member Services,60,78,184,136,60,0,0,CU0007678,322
C00026828,ACT00046844,A026,2025-01-03,2025-01-03 11:47:00,2025-01-03 11:54:00,Member Services,106,143,171,7,60,1,0,CU0003556,420
C00026829,ACT00046845,A026,2025-01-03,2025-01-03 11:54:00,2025-01-03 12:00:00,Claims Support,60,103,216,51,120,1,0,CU0018772,379
C00026830,ACT00046847,A026,2025-01-03,2025-01-03 12:30:00,2025-01-03 12:46:00,Technical Support,694,14,252,92,180,1,0,CU0008708,960
C00026831,ACT00046848,A026,2025-01-03,2025-01-03 12:46:00,2025-01-03 13:01:00,Member Services,764,32,104,113,60,0,0,CU0005747,900
C00026832,ACT00046849,A026,2025-01-03,2025-01-03 13:01:00,2025-01-03 13:12:00,Billing Support,393,100,167,50,90,1,0,CU0006243,660
C00026833,ACT00046850,A026,2025-01-03,2025-01-03 13:12:00,2025-01-03 13:29:00,Claims Support,722,8,290,179,120,0,0,CU0006483,1020
C00026834,ACT00046851,A026,2025-01-03,2025-01-03 13:29:00,2025-01-03 13:54:00,Technical Support,1273,8,219,50,180,1,0,CU0003469,1500
C00026835,ACT00046855,A026,2025-01-03,2025-01-03 16:45:00,2025-01-03 17:00:00,Claims Support,637,29,234,138,120,0,0,CU0003483,900
C00026836,ACT00046857,A026,2025-01-04,2025-01-04 08:14:00,2025-01-04 08:29:00,Claims Support,663,11,226,6,120,1,0,CU0017720,900
C00026837,ACT00046858,A026,2025-01-04,2025-01-04 08:29:00,2025-01-04 08:52:00,Claims Support,1251,29,100,139,120,0,0,CU0015017,1380
C00026838,ACT00046859,A026,2025-01-04,2025-01-04 08:52:00,2025-01-04 09:06:00,Member Services,589,27,224,16,60,1,0,CU0009138,840
C00026839,ACT00046860,A026,2025-01-04,2025-01-04 09:06:00,2025-01-04 09:20:00,Claims Support,622,2,216,44,120,1,0,CU0007887,840
C00026840,ACT00046862,A026,2025-01-04,2025-01-04 09:32:00,2025-01-04 09:51:00,Billing Support,839,52,249,144,90,0,0,CU0007319,1140
C00026841,ACT00046863,A026,2025-01-04,2025-01-04 09:51:00,2025-01-04 10:04:00,Member Services,590,6,184,54,60,1,0,CU0001986,780
C00026842,ACT00046864,A026,2025-01-04,2025-01-04 10:04:00,2025-01-04 10:17:00,Billing Support,603,27,150,9,90,1,0,CU0006155,780
C00026843,ACT00046865,A026,2025-01-04,2025-01-04 10:17:00,2025-01-04 10:34:00,Technical Support,901,41,78,50,180,1,0,CU0018575,1020
C00026844,ACT00046869,A026,2025-01-04,2025-01-04 11:16:00,2025-01-04 11:25:00,Member Services,333,11,196,49,60,1,0,CU0001710,540
C00026845,ACT00046873,A026,2025-01-04,2025-01-04 12:58:00,2025-01-04 13:14:00,Technical Support,784,16,160,39,180,1,0,CU0014644,960
C00026846,ACT00046874,A026,2025-01-04,2025-01-04 13:15:00,2025-01-04 13:36:00,Billing Support,1106,54,100,72,90,1,0,CU0013529,1260
C00026847,ACT00046875,A026,2025-01-04,2025-01-04 13:36:00,2025-01-04 13:44:00,Member Services,243,60,177,10,60,1,0,CU0014667,480
C00026848,ACT00046876,A026,2025-01-04,2025-01-04 13:45:00,2025-01-04 14:00:00,Claims Support,692,54,154,52,120,1,0,CU0002524,900
C00026849,ACT00046877,A026,2025-01-04,2025-01-04 14:00:00,2025-01-04 14:11:00,Member Services,420,12,228,5,60,1,0,CU0012540,660
C00026850,ACT00046878,A026,2025-01-04,2025-01-04 14:11:00,2025-01-04 14:22:00,Claims Support,495,88,77,7,120,1,0,CU0007910,660
C00026851,ACT00046879,A026,2025-01-04,2025-01-04 14:22:00,2025-01-04 14:39:00,Technical Support,869,4,147,68,180,1,0,CU0008748,1020
C00026852,ACT00046880,A026,2025-01-04,2025-01-04 14:42:00,2025-01-04 14:57:00,Claims Support,780,27,93,21,120,1,0,CU0013566,900
C00026853,ACT00046881,A026,2025-01-04,2025-01-04 14:57:00,2025-01-04 15:11:00,Technical Support,563,119,158,40,180,1,0,CU0002886,840
C00026854,ACT00046883,A026,2025-01-04,2025-01-04 15:22:00,2025-01-04 15:42:00,Technical Support,1049,8,143,49,180,1,0,CU0001303,1200
C00026855,ACT00046885,A026,2025-01-04,2025-01-04 16:06:00,2025-01-04 16:20:00,Claims Support,600,37,203,38,120,1,0,CU0001112,840
C00026856,ACT00046886,A026,2025-01-04,2025-01-04 16:20:00,2025-01-04 16:32:00,Member Services,519,5,196,20,60,1,0,CU0005227,720
C00026857,ACT00046887,A026,2025-01-04,2025-01-04 16:32:00,2025-01-04 16:48:00,Member Services,821,52,87,18,60,1,0,CU0014216,960
C00026858,ACT00046888,A026,2025-01-04,2025-01-04 16:48:00,2025-01-04 16:59:00,Member Services,413,109,138,59,60,1,0,CU0008317,660
C00026859,ACT00046889,A026,2025-01-04,2025-01-04 16:59:00,2025-01-04 17:00:00,Claims Support,60,14,90,91,120,1,0,CU0005301,164
C00026860,ACT00046890,A026,2025-01-06,2025-01-06 08:00:00,2025-01-06 08:13:00,Member Services,574,41,165,24,60,1,0,CU0019767,780
C00026861,ACT00046891,A026,2025-01-06,2025-01-06 08:16:00,2025-01-06 08:29:00,Billing Support,444,166,170,112,90,0,0,CU0018090,780
C00026862,ACT00046892,A026,2025-01-06,2025-01-06 08:29:00,2025-01-06 08:45:00,Claims Support,874,5,81,32,120,1,0,CU0011284,960
C00026863,ACT00046893,A026,2025-01-06,2025-01-06 08:45:00,2025-01-06 09:02:00,Member Services,761,27,232,89,60,0,0,CU0013789,1020
C00026864,ACT00046895,A026,2025-01-06,2025-01-06 09:12:00,2025-01-06 09:24:00,Technical Support,433,99,188,33,180,1,0,CU0017962,720
C00026865,ACT00046896,A026,2025-01-06,2025-01-06 09:27:00,2025-01-06 09:39:00,Member Services,421,97,202,15,60,1,0,CU0003143,720
C00026866,ACT00046897,A026,2025-01-06,2025-01-06 09:39:00,2025-01-06 09:56:00,Member Services,872,24,124,65,60,0,0,CU0005411,1020
C00026867,ACT00046898,A026,2025-01-06,2025-01-06 09:56:00,2025-01-06 10:13:00,Technical Support,838,1,181,154,180,1,0,CU0012197,1020
C00026868,ACT00046899,A026,2025-01-06,2025-01-06 10:13:00,2025-01-06 10:23:00,Member Services,410,12,178,10,60,1,0,CU0017380,600
C00026869,ACT00046900,A026,2025-01-06,2025-01-06 10:23:00,2025-01-06 10:40:00,Member Services,756,12,252,126,60,0,0,CU0003482,1020
C00026870,ACT00046903,A026,2025-01-06,2025-01-06 11:42:00,2025-01-06 11:55:00,Member Services,564,15,201,36,60,1,0,CU0014241,780
C00026871,ACT00046904,A026,2025-01-06,2025-01-06 11:55:00,2025-01-06 12:00:00,Member Services,107,42,151,19,60,1,0,CU0016080,300
C00026872,ACT00046908,A026,2025-01-06,2025-01-06 12:48:00,2025-01-06 13:04:00,Technical Support,691,13,256,220,180,0,0,CU0001644,960
C00026873,ACT00046911,A026,2025-01-06,2025-01-06 13:35:00,2025-01-06 13:54:00,Technical Support,903,114,123,103,180,1,0,CU0012401,1140
C00026874,ACT00046912,A026,2025-01-06,2025-01-06 13:54:00,2025-01-06 14:09:00,Claims Support,646,48,206,60,120,1,0,CU0017772,900
C00026875,ACT00046913,A026,2025-01-06,2025-01-06 14:09:00,2025-01-06 14:28:00,Claims Support,956,4,180,35,120,1,0,CU0002605,1140
C00026876,ACT00046915,A026,2025-01-06,2025-01-06 15:21:00,2025-01-06 15:34:00,Member Services,507,30,243,3,60,1,0,CU0005464,780
C00026877,ACT00046916,A026,2025-01-06,2025-01-06 15:34:00,2025-01-06 15:50:00,Member Services,677,37,246,65,60,0,0,CU0009225,960
C00026878,ACT00046917,A026,2025-01-06,2025-01-06 15:50:00,2025-01-06 16:00:00,Claims Support,438,16,146,20,120,1,0,CU0012208,600
C00026879,ACT00046920,A026,2025-01-07,2025-01-07 08:15:00,2025-01-07 08:32:00,Claims Support,705,74,241,73,120,1,0,CU0017651,1020
C00026880,ACT00046921,A026,2025-01-07,2025-01-07 08:35:00,2025-01-07 08:48:00,Claims Support,476,64,240,99,120,1,0,CU0012683,780
C00026881,ACT00046923,A026,2025-01-07,2025-01-07 09:16:00,2025-01-07 09:32:00,Claims Support,677,105,178,27,120,1,0,CU0018403,960
C00026882,ACT00046925,A026,2025-01-07,2025-01-07 09:45:00,2025-01-07 10:05:00,Claims Support,1024,85,91,4,120,1,0,CU0007305,1200
C00026883,ACT00046927,A026,2025-01-07,2025-01-07 10:15:00,2025-01-07 10:32:00,Technical Support,767,25,228,14,180,1,0,CU0006564,1020
C00026884,ACT00046928,A026,2025-01-07,2025-01-07 10:32:00,2025-01-07 10:50:00,Claims Support,838,40,202,54,120,1,0,CU0009059,1080
C00026885,ACT00046929,A026,2025-01-07,2025-01-07 10:50:00,2025-01-07 11:00:00,Member Services,329,39,232,7,60,1,0,CU0011886,600
C00026886,ACT00046931,A026,2025-01-07,2025-01-07 11:28:00,2025-01-07 11:45:00,Technical Support,643,87,290,24,180,1,0,CU0004040,1020
C00026887,ACT00046932,A026,2025-01-07,2025-01-07 11:48:00,2025-01-07 11:58:00,Member Services,311,8,281,23,60,1,0,CU0019282,600
C00026888,ACT00046935,A026,2025-01-07,2025-01-07 12:30:00,2025-01-07 12:40:00,Billing Support,364,59,177,27,90,1,0,CU0000490,600
C00026889,ACT00046936,A026,2025-01-07,2025-01-07 12:40:00,2025-01-07 12:48:00,Member Services,262,4,214,54,60,1,0,CU0013557,480
C00026890,ACT00046937,A026,2025-01-07,2025-01-07 12:48:00,2025-01-07 13:04:00,Claims Support,814,1,145,71,120,1,0,CU0001346,960
C00026891,ACT00046939,A026,2025-01-07,2025-01-07 13:57:00,2025-01-07 14:10:00,Billing Support,597,16,167,3,90,1,0,CU0014404,780
C00026892,ACT00046941,A026,2025-01-07,2025-01-07 14:51:00,2025-01-07 15:04:00,Claims Support,518,10,252,64,120,1,0,CU0003452,780
C00026893,ACT00046943,A026,2025-01-07,2025-01-07 15:42:00,2025-01-07 15:51:00,Member Services,393,63,84,2,60,1,0,CU0014521,540
C00026894,ACT00046944,A026,2025-01-07,2025-01-07 15:52:00,2025-01-07 16:09:00,Technical Support,804,21,195,100,180,1,0,CU0015114,1020
C00026895,ACT00046948,A026,2025-01-08,2025-01-08 08:07:00,2025-01-08 08:22:00,Claims Support,659,10,231,59,120,1,0,CU0002500,900
C00026896,ACT00046949,A026,2025-01-08,2025-01-08 08:22:00,2025-01-08 08:33:00,Claims Support,507,10,143,4,120,1,0,CU0016193,660
C00026897,ACT00046950,A026,2025-01-08,2025-01-08 08:33:00,2025-01-08 08:56:00,Technical Support,1199,30,151,34,180,1,0,CU0014071,1380
C00026898,ACT00046953,A026,2025-01-08,2025-01-08 09:41:00,2025-01-08 09:50:00,Billing Support,330,46,164,24,90,1,0,CU0014384,540
C00026899,ACT00046954,A026,2025-01-08,2025-01-08 09:52:00,2025-01-08 10:09:00,Technical Support,796,0,224,131,180,1,0,CU0010983,1020
C00026900,ACT00046957,A026,2025-01-08,2025-01-08 10:43:00,2025-01-08 10:57:00,Billing Support,596,1,243,47,90,1,0,CU0013167,840
C00026901,ACT00046958,A026,2025-01-08,2025-01-08 10:58:00,2025-01-08 11:16:00,Technical Support,986,6,88,21,180,1,0,CU0018964,1080
C00026902,ACT00046959,A026,2025-01-08,2025-01-08 11:16:00,2025-01-08 11:29:00,Claims Support,389,207,184,89,120,1,0,CU0017270,780
C00026903,ACT00046960,A026,2025-01-08,2025-01-08 11:29:00,2025-01-08 11:37:00,Member Services,274,75,131,43,60,1,0,CU0013931,480
C00026904,ACT00046961,A026,2025-01-08,2025-01-08 11:37:00,2025-01-08 11:55:00,Claims Support,926,4,150,2,120,1,0,CU0006299,1080
C00026905,ACT00046965,A026,2025-01-08,2025-01-08 12:45:00,2025-01-08 13:02:00,Claims Support,785,5,230,5,120,1,0,CU0000398,1020
C00026906,ACT00046968,A026,2025-01-08,2025-01-08 14:04:00,2025-01-08 14:29:00,Technical Support,1337,5,158,18,180,1,0,CU0012744,1500
C00026907,ACT00046969,A026,2025-01-08,2025-01-08 14:30:00,2025-01-08 14:39:00,Member Services,325,4,211,59,60,1,0,CU0018418,540
C00026908,ACT00046970,A026,2025-01-08,2025-01-08 14:39:00,2025-01-08 14:45:00,Member Services,98,11,251,18,60,1,0,CU0002279,360
C00026909,ACT00046971,A026,2025-01-08,2025-01-08 14:45:00,2025-01-08 15:04:00,Technical Support,869,120,151,53,180,1,0,CU0000863,1140
C00026910,ACT00046972,A026,2025-01-08,2025-01-08 15:04:00,2025-01-08 15:12:00,Claims Support,342,38,100,57,120,1,0,CU0012145,480
C00026911,ACT00046974,A026,2025-01-08,2025-01-08 15:43:00,2025-01-08 15:59:00,Technical Support,628,67,265,16,180,1,0,CU0011867,960
C00026912,ACT00046976,A026,2025-01-08,2025-01-08 16:13:00,2025-01-08 16:28:00,Billing Support,557,72,271,60,90,1,0,CU0002209,900
C00026913,ACT00046977,A026,2025-01-08,2025-01-08 16:28:00,2025-01-08 16:41:00,Billing Support,438,106,236,11,90,1,0,CU0001336,780
C00026914,ACT00046979,A026,2025-01-09,2025-01-09 08:05:00,2025-01-09 08:17:00,Member Services,511,15,194,171,60,0,0,CU0013997,720
C00026915,ACT00046980,A026,2025-01-09,2025-01-09 08:17:00,2025-01-09 08:31:00,Claims Support,625,27,188,136,120,0,0,CU0006482,840
C00026916,ACT00046981,A026,2025-01-09,2025-01-09 08:31:00,2025-01-09 08:44:00,Claims Support,626,25,129,18,120,1,0,CU0006807,780
C00026917,ACT00046982,A026,2025-01-09,2025-01-09 08:44:00,2025-01-09 09:00:00,Claims Support,739,47,174,16,120,1,0,CU0010610,960
C00026918,ACT00046983,A026,2025-01-09,2025-01-09 09:00:00,2025-01-09 09:11:00,Technical Support,610,17,33,33,180,1,0,CU0017086,660
C00026919,ACT00046984,A026,2025-01-09,2025-01-09 09:11:00,2025-01-09 09:23:00,Technical Support,496,41,183,110,180,1,0,CU0014055,720
C00026920,ACT00046986,A026,2025-01-09,2025-01-09 09:32:00,2025-01-09 09:44:00,Claims Support,494,27,199,40,120,1,0,CU0014417,720
C00026921,ACT00046987,A026,2025-01-09,2025-01-09 09:47:00,2025-01-09 09:58:00,Member Services,373,22,265,29,60,1,0,CU0015759,660
C00026922,ACT00046989,A026,2025-01-09,2025-01-09 10:12:00,2025-01-09 10:37:00,Claims Support,1204,24,272,8,120,1,0,CU0001860,1500
C00026923,ACT00046991,A026,2025-01-09,2025-01-09 11:02:00,2025-01-09 11:13:00,Member Services,467,73,120,1,60,1,0,CU0016598,660
C00026924,ACT00046994,A026,2025-01-09,2025-01-09 11:59:00,2025-01-09 12:00:00,Member Services,60,41,236,9,60,1,0,CU0013195,337
C00026925,ACT00046996,A026,2025-01-09,2025-01-09 12:30:00,2025-01-09 12:46:00,Billing Support,709,109,142,117,90,0,0,CU0007614,960
C00026926,ACT00046998,A026,2025-01-09,2025-01-09 12:56:00,2025-01-09 13:14:00,Claims Support,860,13,207,4,120,1,0,CU0001844,1080
C00026927,ACT00046999,A026,2025-01-09,2025-01-09 13:14:00,2025-01-09 13:24:00,Billing Support,376,26,198,5,90,1,0,CU0008698,600
C00026928,ACT00047000,A026,2025-01-09,2025-01-09 13:26:00,2025-01-09 13:36:00,Member Services,350,12,238,39,60,1,0,CU0005530,600
C00026929,ACT00047002,A026,2025-01-09,2025-01-09 14:05:00,2025-01-09 14:17:00,Billing Support,523,13,184,27,90,1,0,CU0005199,720
C00026930,ACT00047003,A026,2025-01-09,2025-01-09 14:17:00,2025-01-09 14:45:00,Technical Support,1533,7,140,16,180,1,0,CU0001163,1680
C00026931,ACT00047006,A026,2025-01-09,2025-01-09 15:39:00,2025-01-09 15:53:00,Technical Support,534,33,273,21,180,1,0,CU0006283,840
C00026932,ACT00047007,A026,2025-01-09,2025-01-09 15:53:00,2025-01-09 16:12:00,Technical Support,848,123,169,8,180,1,0,CU0003864,1140
C00026933,ACT00047008,A026,2025-01-09,2025-01-09 16:12:00,2025-01-09 16:22:00,Technical Support,337,42,221,38,180,1,0,CU0019967,600
C00026934,ACT00047009,A026,2025-01-09,2025-01-09 16:22:00,2025-01-09 16:43:00,Technical Support,971,60,229,55,180,1,0,CU0005041,1260
C00026935,ACT00047013,A026,2025-01-10,2025-01-10 08:24:00,2025-01-10 08:34:00,Member Services,380,16,204,34,60,1,0,CU0008097,600
C00026936,ACT00047014,A026,2025-01-10,2025-01-10 08:34:00,2025-01-10 08:52:00,Claims Support,870,75,135,33,120,1,0,CU0003917,1080
C00026937,ACT00047015,A026,2025-01-10,2025-01-10 08:52:00,2025-01-10 09:06:00,Billing Support,651,44,145,16,90,1,0,CU0018938,840
C00026938,ACT00047016,A026,2025-01-10,2025-01-10 09:06:00,2025-01-10 09:18:00,Billing Support,494,43,183,142,90,0,0,CU0005826,720
C00026939,ACT00047017,A026,2025-01-10,2025-01-10 09:18:00,2025-01-10 09:32:00,Claims Support,641,26,173,35,120,1,0,CU0008168,840
C00026940,ACT00047020,A026,2025-01-10,2025-01-10 10:12:00,2025-01-10 10:33:00,Claims Support,984,63,213,9,120,1,0,CU0018118,1260
C00026941,ACT00047021,A026,2025-01-10,2025-01-10 10:33:00,2025-01-10 10:44:00,Claims Support,597,11,52,109,120,1,0,CU0002116,660
C00026942,ACT00047022,A026,2025-01-10,2025-01-10 10:44:00,2025-01-10 11:04:00,Technical Support,928,15,257,33,180,1,0,CU0016302,1200
C00026943,ACT00047023,A026,2025-01-10,2025-01-10 11:04:00,2025-01-10 11:26:00,Claims Support,1121,47,152,15,120,1,0,CU0009690,1320
C00026944,ACT00047024,A026,2025-01-10,2025-01-10 11:26:00,2025-01-10 11:36:00,Claims Support,310,5,285,36,120,1,0,CU0019227,600
C00026945,ACT00047025,A026,2025-01-10,2025-01-10 11:36:00,2025-01-10 11:42:00,Member Services,138,22,200,27,60,1,0,CU0012523,360
