attendance_id,master_agent_id,date,scheduled_hours,worked_hours,scheduled_minutes,worked_minutes,absent_flag,late_minutes,early_leave_minutes,adherence_pct
AT00001097,A017,2025-02-03,9.0,8.92,540,535.0,0,0,0,0.991
AT00001098,A017,2025-02-04,9.0,0.0,540,0.0,1,0,540,0.0
AT00001099,A017,2025-02-05,9.0,8.73,540,524.0,0,10,0,0.97
AT00001100,A017,2025-02-06,9.0,8.83,540,530.0,0,0,0,0.981
AT00001101,A017,2025-02-07,9.0,8.85,540,531.0,0,0,0,0.983
AT00001102,A017,2025-02-09,9.0,8.92,540,535.0,0,0,0,0.991
AT00001103,A017,2025-02-10,9.0,8.78,540,527.0,0,0,5,0.976
AT00001104,A017,2025-02-11,9.0,8.85,540,531.0,0,0,0,0.983
AT00001105,A017,2025-02-12,9.0,8.93,540,536.0,0,0,0,0.993
AT00001106,A017,2025-02-13,9.0,8.88,540,533.0,0,0,0,0.987
AT00001107,A017,2025-02-14,9.0,8.92,540,535.0,0,0,0,0.991
AT00001108,A017,2025-02-16,9.0,8.93,540,536.0,0,0,0,0.993
AT00001109,A017,2025-02-17,9.0,8.8,540,528.0,0,0,0,0.978
AT00001110,A017,2025-02-18,9.0,8.7,540,522.0,0,0,10,0.967
AT00001111,A017,2025-02-19,9.0,8.25,540,495.0,0,0,30,0.917
AT00001112,A017,2025-02-20,9.0,8.95,540,537.0,0,0,0,0.994
AT00001113,A017,2025-02-21,9.0,8.82,540,529.0,0,0,0,0.98
AT00001114,A017,2025-02-24,9.0,8.48,540,509.0,0,15,5,0.943
AT00001115,A017,2025-02-25,9.0,8.9,540,534.0,0,0,0,0.989
AT00001116,A017,2025-02-26,9.0,8.83,540,530.0,0,0,0,0.981
AT00001117,A017,2025-02-27,9.0,8.78,540,527.0,0,0,0,0.976
AT00001118,A017,2025-02-28,9.0,8.67,540,520.0,0,0,15,0.963
AT00001119,A017,2025-03-02,9.0,8.82,540,529.0,0,0,1,0.98
AT00001120,A017,2025-03-03,9.0,8.83,540,530.0,0,5,0,0.981
AT00001121,A017,2025-03-04,9.0,8.9,540,534.0,0,0,0,0.989
AT00001122,A017,2025-03-05,9.0,8.8,540,528.0,0,0,0,0.978
AT00001123,A017,2025-03-06,9.0,8.77,540,526.0,0,0,2,0.974
AT00001124,A017,2025-03-07,9.0,8.38,540,503.0,0,30,0,0.931
AT00001125,A017,2025-03-10,9.0,8.92,540,535.0,0,0,0,0.991
AT00001126,A017,2025-03-11,9.0,8.88,540,533.0,0,0,0,0.987
AT00001127,A017,2025-03-12,9.0,8.83,540,530.0,0,5,0,0.981
AT00001128,A017,2025-03-13,9.0,8.87,540,532.0,0,5,0,0.985
AT00001129,A017,2025-03-14,9.0,8.9,540,534.0,0,0,0,0.989
AT00001130,A017,2025-03-17,9.0,8.95,540,537.0,0,0,0,0.994
AT00001131,A017,2025-03-18,9.0,8.62,540,517.0,0,0,15,0.957
AT00001132,A017,2025-03-19,9.0,8.77,540,526.0,0,0,0,0.974
AT00001133,A017,2025-03-20,9.0,8.78,540,527.0,0,0,0,0.976
AT00001134,A017,2025-03-24,9.0,8.9,540,534.0,0,0,0,0.989
AT00001135,A017,2025-03-25,9.0,8.9,540,534.0,0,0,0,0.989
AT00001136,A017,2025-03-26,9.0,8.98,540,539.0,0,0,0,0.998
AT00001137,A017,2025-03-27,9.0,8.9,540,534.0,0,0,0,0.989
AT00001138,A017,2025-03-28,9.0,8.7,540,522.0,0,5,0,0.967
AT00001139,A017,2025-03-29,9.0,8.87,540,532.0,0,0,2,0.985
AT00001140,A017,2025-03-31,9.0,8.97,540,538.0,0,0,0,0.996
AT00001141,A018,2025-01-01,9.0,8.82,540,529.0,0,0,0,0.98
AT00001142,A018,2025-01-02,9.0,8.77,540,526.0,0,5,0,0.974
AT00001143,A018,2025-01-03,9.0,8.78,540,527.0,0,5,0,0.976
AT00001144,A018,2025-01-04,9.0,8.95,540,537.0,0,0,0,0.994
AT00001145,A018,2025-01-05,9.0,8.95,540,537.0,0,0,0,0.994
AT00001146,A018,2025-01-06,9.0,8.9,540,534.0,0,0,0,0.989
AT00001147,A018,2025-01-07,9.0,8.9,540,534.0,0,0,0,0.989
AT00001148,A018,2025-01-08,9.0,8.8,540,528.0,0,0,0,0.978
AT00001149,A018,2025-01-09,9.0,0.0,540,0.0,1,0,540,0.0
AT00001150,A018,2025-01-10,9.0,8.88,540,533.0,0,0,0,0.987
AT00001151,A018,2025-01-12,9.0,8.72,540,523.0,0,0,0,0.969
AT00001152,A018,2025-01-13,9.0,8.8,540,528.0,0,0,0,0.978
AT00001153,A018,2025-01-14,9.0,8.37,540,502.0,0,30,0,0.93
AT00001154,A018,2025-01-15,9.0,8.92,540,535.0,0,0,0,0.991
AT00001155,A018,2025-01-16,9.0,8.77,540,526.0,0,0,0,0.974
AT00001156,A018,2025-01-17,9.0,8.88,540,533.0,0,0,0,0.987
AT00001157,A018,2025-01-18,9.0,8.9,540,534.0,0,0,0,0.989
AT00001158,A018,2025-01-20,9.0,8.85,540,531.0,0,0,0,0.983
AT00001159,A018,2025-01-21,9.0,8.95,540,537.0,0,0,0,0.994
AT00001160,A018,2025-01-22,9.0,8.92,540,535.0,0,0,0,0.991
AT00001161,A018,2025-01-23,9.0,8.88,540,533.0,0,0,0,0.987
AT00001162,A018,2025-01-24,9.0,8.95,540,537.0,0,0,0,0.994
AT00001163,A018,2025-01-27,9.0,8.83,540,530.0,0,0,0,0.981
AT00001164,A018,2025-01-28,9.0,8.95,540,537.0,0,0,0,0.994
AT00001165,A018,2025-01-29,9.0,8.88,540,533.0,0,0,0,0.987
AT00001166,A018,2025-01-30,9.0,8.92,540,535.0,0,0,0,0.991
AT00001167,A018,2025-01-31,9.0,9.0,540,540.0,0,0,0,1.0
AT00001168,A018,2025-02-01,9.0,0.0,540,0.0,1,0,540,0.0
AT00001169,A018,2025-02-03,9.0,8.85,540,531.0,0,0,0,0.983
AT00001170,A018,2025-02-04,9.0,8.88,540,533.0,0,0,0,0.987
AT00001171,A018,2025-02-05,9.0,8.73,540,524.0,0,0,0,0.97
AT00001172,A018,2025-02-06,9.0,8.93,540,536.0,0,0,0,0.993
AT00001173,A018,2025-02-07,9.0,8.88,540,533.0,0,0,0,0.987
AT00001174,A018,2025-02-08,9.0,8.75,540,525.0,0,0,5,0.972
AT00001175,A018,2025-02-10,9.0,8.87,540,532.0,0,0,0,0.985
AT00001176,A018,2025-02-11,9.0,8.78,540,527.0,0,0,5,0.976
AT00001177,A018,2025-02-12,9.0,8.97,540,538.0,0,0,0,0.996
AT00001178,A018,2025-02-13,9.0,8.82,540,529.0,0,5,0,0.98
AT00001179,A018,2025-02-14,9.0,8.82,540,529.0,0,0,0,0.98
AT00001180,A018,2025-02-16,9.0,8.87,540,532.0,0,0,0,0.985
AT00001181,A018,2025-02-17,9.0,8.87,540,532.0,0,0,0,0.985
AT00001182,A018,2025-02-18,9.0,8.57,540,514.0,0,0,15,0.952
AT00001183,A018,2025-02-19,9.0,8.82,540,529.0,0,0,0,0.98
AT00001184,A018,2025-02-20,9.0,8.97,540,538.0,0,0,0,0.996
AT00001185,A018,2025-02-21,9.0,8.78,540,527.0,0,0,0,0.976
AT00001186,A018,2025-02-22,9.0,8.92,540,535.0,0,0,0,0.991
AT00001187,A018,2025-02-24,9.0,8.93,540,536.0,0,0,0,0.993
AT00001188,A018,2025-02-25,9.0,8.57,540,514.0,0,0,15,0.952
AT00001189,A018,2025-02-26,9.0,8.85,540,531.0,0,5,0,0.983
AT00001190,A018,2025-02-27,9.0,8.92,540,535.0,0,0,0,0.991
AT00001191,A018,2025-02-28,9.0,8.85,540,531.0,0,0,0,0.983
AT00001192,A018,2025-03-03,9.0,8.85,540,531.0,0,5,0,0.983
AT00001193,A018,2025-03-04,9.0,8.88,540,533.0,0,0,0,0.987
AT00001194,A018,2025-03-05,9.0,8.83,540,530.0,0,0,0,0.981
AT00001195,A018,2025-03-06,9.0,8.97,540,538.0,0,0,0,0.996
AT00001196,A018,2025-03-08,9.0,8.87,540,532.0,0,0,0,0.985
AT00001197,A018,2025-03-09,9.0,8.85,540,531.0,0,0,0,0.983
AT00001198,A018,2025-03-10,9.0,8.63,540,518.0,0,10,5,0.959
AT00001199,A018,2025-03-11,9.0,8.63,540,518.0,0,0,15,0.959
AT00001200,A018,2025-03-13,9.0,8.87,540,532.0,0,0,0,0.985
AT00001201,A018,2025-03-14,9.0,8.27,540,496.0,0,10,30,0.919
AT00001202,A018,2025-03-15,9.0,8.65,540,519.0,0,15,0,0.961
AT00001203,A018,2025-03-17,9.0,8.85,540,531.0,0,0,0,0.983
AT00001204,A018,2025-03-18,9.0,8.88,540,533.0,0,0,0,0.987
AT00001205,A018,2025-03-19,9.0,8.92,540,535.0,0,0,0,0.991
AT00001206,A018,2025-03-20,9.0,8.77,540,526.0,0,0,10,0.974
AT00001207,A018,2025-03-21,9.0,8.72,540,523.0,0,0,5,0.969
AT00001208,A018,2025-03-23,9.0,8.67,540,520.0,0,5,0,0.963
AT00001209,A018,2025-03-24,9.0,8.85,540,531.0,0,0,0,0.983
AT00001210,A018,2025-03-25,9.0,8.83,540,530.0,0,0,0,0.981
AT00001211,A018,2025-03-26,9.0,8.8,540,528.0,0,0,0,0.978
AT00001212,A018,2025-03-27,9.0,8.88,540,533.0,0,0,0,0.987
AT00001213,A018,2025-03-28,9.0,8.6,540,516.0,0,10,5,0.956
AT00001214,A018,2025-03-30,9.0,8.87,540,532.0,0,0,0,0.985
AT00001215,A018,2025-03-31,9.0,8.68,540,521.0,0,10,0,0.965
AT00001216,A019,2025-01-01,9.0,8.82,540,529.0,0,0,0,0.98
AT00001217,A019,2025-01-02,9.0,8.93,540,536.0,0,0,0,0.993
AT00001218,A019,2025-01-03,9.0,8.45,540,507.0,0,15,10,0.939
AT00001219,A019,2025-01-06,9.0,8.92,540,535.0,0,0,0,0.991
AT00001220,A019,2025-01-07,9.0,8.87,540,532.0,0,0,0,0.985
AT00001221,A019,2025-01-08,9.0,8.87,540,532.0,0,0,0,0.985
AT00001222,A019,2025-01-09,9.0,8.9,540,534.0,0,0,0,0.989
AT00001223,A019,2025-01-10,9.0,8.87,540,532.0,0,0,0,0.985
AT00001224,A019,2025-01-13,9.0,8.85,540,531.0,0,0,0,0.983
AT00001225,A019,2025-01-14,9.0,8.87,540,532.0,0,0,0,0.985
AT00001226,A019,2025-01-15,9.0,8.83,540,530.0,0,0,0,0.981
AT00001227,A019,2025-01-16,9.0,8.82,540,529.0,0,0,0,0.98
AT00001228,A019,2025-01-17,9.0,8.87,540,532.0,0,0,0,0.985
AT00001229,A019,2025-01-18,9.0,8.85,540,531.0,0,0,0,0.983
AT00001230,A019,2025-01-20,9.0,8.42,540,505.0,0,30,0,0.935
AT00001231,A019,2025-01-21,9.0,8.95,540,537.0,0,0,0,0.994
AT00001232,A019,2025-01-22,9.0,8.67,540,520.0,0,5,0,0.963
AT00001233,A019,2025-01-23,9.0,8.7,540,522.0,0,0,0,0.967
AT00001234,A019,2025-01-24,9.0,8.58,540,515.0,0,5,0,0.954
AT00001235,A019,2025-01-27,9.0,8.48,540,509.0,0,15,0,0.943
AT00001236,A019,2025-01-28,9.0,8.8,540,528.0,0,0,0,0.978
AT00001237,A019,2025-01-29,9.0,8.7,540,522.0,0,5,10,0.967
AT00001238,A019,2025-01-30,9.0,9.0,540,540.0,0,0,0,1.0
AT00001239,A019,2025-01-31,9.0,8.95,540,537.0,0,0,0,0.994
AT00001240,A019,2025-02-02,9.0,8.9,540,534.0,0,0,0,0.989
AT00001241,A019,2025-02-03,9.0,8.92,540,535.0,0,0,0,0.991
AT00001242,A019,2025-02-04,9.0,8.88,540,533.0,0,0,0,0.987
AT00001243,A019,2025-02-05,9.0,8.92,540,535.0,0,0,0,0.991
AT00001244,A019,2025-02-06,9.0,8.88,540,533.0,0,0,0,0.987
AT00001245,A019,2025-02-07,9.0,8.73,540,524.0,0,0,10,0.97
AT00001246,A019,2025-02-10,9.0,8.67,540,520.0,0,5,0,0.963
AT00001247,A019,2025-02-11,9.0,8.88,540,533.0,0,0,0,0.987
AT00001248,A019,2025-02-12,9.0,8.9,540,534.0,0,0,0,0.989
AT00001249,A019,2025-02-13,9.0,8.97,540,538.0,0,0,0,0.996
AT00001250,A019,2025-02-14,9.0,8.98,540,539.0,0,0,0,0.998
AT00001251,A019,2025-02-17,9.0,8.8,540,528.0,0,0,0,0.978
AT00001252,A019,2025-02-18,9.0,8.9,540,534.0,0,0,0,0.989
AT00001253,A019,2025-02-19,9.0,8.78,540,527.0,0,0,0,0.976
AT00001254,A019,2025-02-21,9.0,8.78,540,527.0,0,0,0,0.976
AT00001255,A019,2025-02-23,9.0,8.87,540,532.0,0,0,0,0.985
AT00001256,A019,2025-02-24,9.0,8.93,540,536.0,0,0,0,0.993
AT00001257,A019,2025-02-25,9.0,8.9,540,534.0,0,0,0,0.989
AT00001258,A019,2025-02-26,9.0,8.88,540,533.0,0,0,0,0.987
AT00001259,A019,2025-02-27,9.0,8.75,540,525.0,0,5,0,0.972
AT00001260,A019,2025-02-28,9.0,8.8,540,528.0,0,0,0,0.978
AT00001261,A019,2025-03-01,9.0,0.0,540,0.0,1,0,540,0.0
AT00001262,A019,2025-03-03,9.0,8.8,540,528.0,0,0,0,0.978
AT00001263,A019,2025-03-04,9.0,8.88,540,533.0,0,0,0,0.987
AT00001264,A019,2025-03-05,9.0,9.0,540,540.0,0,0,0,1.0
AT00001265,A019,2025-03-06,9.0,8.85,540,531.0,0,0,0,0.983
AT00001266,A019,2025-03-07,9.0,8.82,540,529.0,0,0,0,0.98
AT00001267,A019,2025-03-08,9.0,8.75,540,525.0,0,0,0,0.972
AT00001268,A019,2025-03-10,9.0,8.78,540,527.0,0,0,0,0.976
AT00001269,A019,2025-03-11,9.0,8.77,540,526.0,0,0,0,0.974
AT00001270,A019,2025-03-12,9.0,8.92,540,535.0,0,0,0,0.991
AT00001271,A019,2025-03-13,9.0,8.9,540,534.0,0,0,0,0.989
AT00001272,A019,2025-03-14,9.0,8.65,540,519.0,0,10,0,0.961
AT00001273,A019,2025-03-17,9.0,8.95,540,537.0,0,0,0,0.994
AT00001274,A019,2025-03-18,9.0,8.82,540,529.0,0,0,0,0.98
AT00001275,A019,2025-03-19,9.0,8.85,540,531.0,0,0,0,0.983
AT00001276,A019,2025-03-20,9.0,8.9,540,534.0,0,0,0,0.989
AT00001277,A019,2025-03-21,9.0,8.75,540,525.0,0,0,0,0.972
AT00001278,A019,2025-03-22,9.0,8.93,540,536.0,0,0,0,0.993
AT00001279,A019,2025-03-24,9.0,8.85,540,531.0,0,5,0,0.983
AT00001280,A019,2025-03-25,9.0,8.67,540,520.0,0,0,0,0.963
AT00001281,A019,2025-03-26,9.0,8.9,540,534.0,0,0,0,0.989
AT00001282,A019,2025-03-27,9.0,8.95,540,537.0,0,0,0,0.994
AT00001283,A019,2025-03-28,9.0,9.0,540,540.0,0,0,0,1.0
AT00001284,A019,2025-03-31,9.0,0.0,540,0.0,1,0,540,0.0
AT00001285,A020,2025-01-01,9.0,8.78,540,527.0,0,0,0,0.976
AT00001286,A020,2025-01-02,9.0,8.92,540,535.0,0,0,0,0.991
AT00001287,A020,2025-01-03,9.0,8.83,540,530.0,0,0,0,0.981
AT00001288,A020,2025-01-05,9.0,8.87,540,532.0,0,0,0,0.985
AT00001289,A020,2025-01-06,9.0,8.83,540,530.0,0,0,0,0.981
AT00001290,A020,2025-01-07,9.0,8.85,540,531.0,0,0,0,0.983
AT00001291,A020,2025-01-08,9.0,8.95,540,537.0,0,0,0,0.994
AT00001292,A020,2025-01-09,9.0,8.78,540,527.0,0,0,0,0.976
AT00001293,A020,2025-01-10,9.0,8.85,540,531.0,0,5,0,0.983
AT00001294,A020,2025-01-13,9.0,8.87,540,532.0,0,0,0,0.985
AT00001295,A020,2025-01-14,9.0,8.93,540,536.0,0,0,0,0.993
AT00001296,A020,2025-01-15,9.0,8.87,540,532.0,0,0,0,0.985
AT00001297,A020,2025-01-16,9.0,8.93,540,536.0,0,0,0,0.993
AT00001298,A020,2025-01-17,9.0,8.92,540,535.0,0,0,0,0.991
AT00001299,A020,2025-01-18,9.0,9.0,540,540.0,0,0,0,1.0
AT00001300,A020,2025-01-20,9.0,8.88,540,533.0,0,0,0,0.987
AT00001301,A020,2025-01-21,9.0,8.83,540,530.0,0,0,0,0.981
AT00001302,A020,2025-01-22,9.0,8.95,540,537.0,0,0,0,0.994
AT00001303,A020,2025-01-23,9.0,8.97,540,538.0,0,0,0,0.996
AT00001304,A020,2025-01-24,9.0,8.95,540,537.0,0,0,0,0.994
AT00001305,A020,2025-01-25,9.0,8.75,540,525.0,0,5,0,0.972
AT00001306,A020,2025-01-27,9.0,8.9,540,534.0,0,0,5,0.989
AT00001307,A020,2025-01-28,9.0,8.83,540,530.0,0,0,5,0.981
AT00001308,A020,2025-01-29,9.0,8.78,540,527.0,0,0,0,0.976
AT00001309,A020,2025-01-30,9.0,8.8,540,528.0,0,0,0,0.978
AT00001310,A020,2025-01-31,9.0,8.9,540,534.0,0,0,0,0.989
AT00001311,A020,2025-02-03,9.0,8.88,540,533.0,0,0,0,0.987
AT00001312,A020,2025-02-04,9.0,8.35,540,501.0,0,0,31,0.928
AT00001313,A020,2025-02-05,9.0,8.75,540,525.0,0,0,0,0.972
AT00001314,A020,2025-02-06,9.0,8.88,540,533.0,0,0,0,0.987
AT00001315,A020,2025-02-07,9.0,8.9,540,534.0,0,0,0,0.989
AT00001316,A020,2025-02-10,9.0,0.0,540,0.0,1,0,540,0.0
AT00001317,A020,2025-02-11,9.0,8.87,540,532.0,0,0,0,0.985
AT00001318,A020,2025-02-12,9.0,8.9,540,534.0,0,5,0,0.989
AT00001319,A020,2025-02-13,9.0,8.72,540,523.0,0,15,2,0.969
AT00001320,A020,2025-02-14,9.0,8.78,540,527.0,0,10,0,0.976
AT00001321,A020,2025-02-17,9.0,8.68,540,521.0,0,0,10,0.965
AT00001322,A020,2025-02-18,9.0,8.82,540,529.0,0,5,0,0.98
AT00001323,A020,2025-02-19,9.0,8.8,540,528.0,0,0,0,0.978
AT00001324,A020,2025-02-20,9.0,8.97,540,538.0,0,0,0,0.996
AT00001325,A020,2025-02-21,9.0,8.62,540,517.0,0,0,15,0.957
AT00001326,A020,2025-02-22,9.0,8.9,540,534.0,0,0,0,0.989
AT00001327,A020,2025-02-23,9.0,8.92,540,535.0,0,0,0,0.991
AT00001328,A020,2025-02-24,9.0,8.85,540,531.0,0,0,0,0.983
AT00001329,A020,2025-02-25,9.0,8.95,540,537.0,0,0,0,0.994
AT00001330,A020,2025-02-26,9.0,8.75,540,525.0,0,10,0,0.972
AT00001331,A020,2025-02-27,9.0,8.78,540,527.0,0,0,0,0.976
AT00001332,A020,2025-02-28,9.0,8.73,540,524.0,0,10,0,0.97
AT00001333,A020,2025-03-03,9.0,8.9,540,534.0,0,0,0,0.989
AT00001334,A020,2025-03-04,9.0,8.9,540,534.0,0,0,0,0.989
AT00001335,A020,2025-03-05,9.0,8.93,540,536.0,0,0,0,0.993
AT00001336,A020,2025-03-06,9.0,8.83,540,530.0,0,0,0,0.981
AT00001337,A020,2025-03-07,9.0,8.72,540,523.0,0,10,0,0.969
AT00001338,A020,2025-03-10,9.0,8.95,540,537.0,0,0,0,0.994
AT00001339,A020,2025-03-11,9.0,8.97,540,538.0,0,0,0,0.996
AT00001340,A020,2025-03-12,9.0,8.83,540,530.0,0,0,0,0.981
AT00001341,A020,2025-03-13,9.0,8.8,540,528.0,0,0,0,0.978
AT00001342,A020,2025-03-15,9.0,8.87,540,532.0,0,0,0,0.985
AT00001343,A020,2025-03-17,9.0,8.9,540,534.0,0,0,0,0.989
AT00001344,A020,2025-03-18,9.0,8.95,540,537.0,0,0,0,0.994
AT00001345,A020,2025-03-19,9.0,8.88,540,533.0,0,0,0,0.987
AT00001346,A020,2025-03-20,9.0,8.92,540,535.0,0,0,0,0.991
AT00001347,A020,2025-03-21,9.0,8.85,540,531.0,0,0,0,0.983
AT00001348,A020,2025-03-23,9.0,8.77,540,526.0,0,0,0,0.974
AT00001349,A020,2025-03-24,9.0,8.95,540,537.0,0,0,0,0.994
AT00001350,A020,2025-03-25,9.0,8.9,540,534.0,0,0,0,0.989
AT00001351,A020,2025-03-26,9.0,8.78,540,527.0,0,0,10,0.976
AT00001352,A020,2025-03-27,9.0,8.9,540,534.0,0,0,0,0.989
AT00001353,A020,2025-03-28,9.0,8.88,540,533.0,0,0,0,0.987
AT00001354,A020,2025-03-31,9.0,8.78,540,527.0,0,5,0,0.976
AT00001355,A021,2025-01-01,9.0,8.77,540,526.0,0,0,0,0.974
AT00001356,A021,2025-01-02,9.0,8.82,540,529.0,0,0,0,0.98
AT00001357,A021,2025-01-03,9.0,8.85,540,531.0,0,0,0,0.983
AT00001358,A021,2025-01-06,9.0,8.8,540,528.0,0,0,0,0.978
AT00001359,A021,2025-01-07,9.0,8.85,540,531.0,0,0,0,0.983
AT00001360,A021,2025-01-08,9.0,8.92,540,535.0,0,0,0,0.991
AT00001361,A021,2025-01-09,9.0,8.85,540,531.0,0,0,0,0.983
AT00001362,A021,2025-01-10,9.0,8.88,540,533.0,0,0,0,0.987
AT00001363,A021,2025-01-12,9.0,8.45,540,507.0,0,0,30,0.939
AT00001364,A021,2025-01-13,9.0,8.87,540,532.0,0,0,0,0.985
AT00001365,A021,2025-01-14,9.0,8.83,540,530.0,0,0,0,0.981
AT00001366,A021,2025-01-15,9.0,9.0,540,540.0,0,0,0,1.0
AT00001367,A021,2025-01-16,9.0,8.92,540,535.0,0,5,0,0.991
AT00001368,A021,2025-01-17,9.0,8.98,540,539.0,0,0,0,0.998
AT00001369,A021,2025-01-19,9.0,8.93,540,536.0,0,0,0,0.993
AT00001370,A021,2025-01-20,9.0,8.6,540,516.0,0,0,15,0.956
AT00001371,A021,2025-01-21,9.0,8.93,540,536.0,0,0,0,0.993
AT00001372,A021,2025-01-22,9.0,8.52,540,511.0,0,0,18,0.946
AT00001373,A021,2025-01-23,9.0,0.0,540,0.0,1,0,540,0.0
AT00001374,A021,2025-01-24,9.0,8.92,540,535.0,0,0,0,0.991
AT00001375,A021,2025-01-27,9.0,8.83,540,530.0,0,0,0,0.981
AT00001376,A021,2025-01-28,9.0,8.87,540,532.0,0,0,0,0.985
AT00001377,A021,2025-01-29,9.0,8.87,540,532.0,0,0,0,0.985
AT00001378,A021,2025-01-30,9.0,8.77,540,526.0,0,0,0,0.974
AT00001379,A021,2025-01-31,9.0,9.0,540,540.0,0,0,0,1.0
AT00001380,A021,2025-02-03,9.0,0.0,540,0.0,1,0,540,0.0
AT00001381,A021,2025-02-04,9.0,8.93,540,536.0,0,0,0,0.993
AT00001382,A021,2025-02-05,9.0,8.88,540,533.0,0,0,0,0.987
AT00001383,A021,2025-02-06,9.0,8.88,540,533.0,0,0,0,0.987
AT00001384,A021,2025-02-07,9.0,8.87,540,532.0,0,0,0,0.985
AT00001385,A021,2025-02-09,9.0,8.85,540,531.0,0,0,0,0.983
AT00001386,A021,2025-02-10,9.0,8.82,540,529.0,0,10,0,0.98
AT00001387,A021,2025-02-11,9.0,8.97,540,538.0,0,0,0,0.996
AT00001388,A021,2025-02-12,9.0,8.68,540,521.0,0,0,0,0.965
AT00001389,A021,2025-02-13,9.0,8.9,540,534.0,0,0,0,0.989
AT00001390,A021,2025-02-14,9.0,8.9,540,534.0,0,0,0,0.989
AT00001391,A021,2025-02-15,9.0,8.8,540,528.0,0,0,0,0.978
AT00001392,A021,2025-02-16,9.0,8.85,540,531.0,0,5,0,0.983
AT00001393,A021,2025-02-17,9.0,8.78,540,527.0,0,0,0,0.976
AT00001394,A021,2025-02-18,9.0,8.85,540,531.0,0,0,0,0.983
AT00001395,A021,2025-02-19,9.0,8.88,540,533.0,0,0,0,0.987
AT00001396,A021,2025-02-20,9.0,8.68,540,521.0,0,0,10,0.965
AT00001397,A021,2025-02-21,9.0,8.88,540,533.0,0,0,0,0.987
AT00001398,A021,2025-02-22,9.0,8.8,540,528.0,0,0,0,0.978
AT00001399,A021,2025-02-24,9.0,8.8,540,528.0,0,5,0,0.978
AT00001400,A021,2025-02-25,9.0,8.9,540,534.0,0,0,0,0.989
AT00001401,A021,2025-02-26,9.0,8.93,540,536.0,0,0,0,0.993
AT00001402,A021,2025-02-27,9.0,8.97,540,538.0,0,0,0,0.996
AT00001403,A021,2025-02-28,9.0,8.8,540,528.0,0,0,0,0.978
AT00001404,A021,2025-03-03,9.0,8.87,540,532.0,0,0,0,0.985
AT00001405,A021,2025-03-05,9.0,8.9,540,534.0,0,0,0,0.989
AT00001406,A021,2025-03-06,9.0,8.88,540,533.0,0,0,0,0.987
AT00001407,A021,2025-03-07,9.0,8.93,540,536.0,0,0,0,0.993
AT00001408,A021,2025-03-10,9.0,8.78,540,527.0,0,0,0,0.976
AT00001409,A021,2025-03-11,9.0,8.93,540,536.0,0,0,0,0.993
AT00001410,A021,2025-03-12,9.0,8.87,540,532.0,0,0,0,0.985
AT00001411,A021,2025-03-13,9.0,8.47,540,508.0,0,0,30,0.941
AT00001412,A021,2025-03-14,9.0,8.83,540,530.0,0,0,0,0.981
AT00001413,A021,2025-03-17,9.0,8.8,540,528.0,0,0,0,0.978
AT00001414,A021,2025-03-18,9.0,8.6,540,516.0,0,15,0,0.956
AT00001415,A021,2025-03-19,9.0,8.85,540,531.0,0,0,0,0.983
AT00001416,A021,2025-03-20,9.0,8.93,540,536.0,0,0,0,0.993
AT00001417,A021,2025-03-21,9.0,8.48,540,509.0,0,0,30,0.943
AT00001418,A021,2025-03-24,9.0,8.78,540,527.0,0,0,0,0.976
AT00001419,A021,2025-03-25,9.0,8.9,540,534.0,0,0,0,0.989
AT00001420,A021,2025-03-26,9.0,8.92,540,535.0,0,0,0,0.991
AT00001421,A021,2025-03-27,9.0,8.62,540,517.0,0,5,0,0.957
AT00001422,A021,2025-03-28,9.0,8.78,540,527.0,0,0,0,0.976
AT00001423,A021,2025-03-31,9.0,8.85,540,531.0,0,5,0,0.983
AT00001424,A022,2025-01-01,9.0,8.92,540,535.0,0,0,1,0.991
AT00001425,A022,2025-01-02,9.0,8.9,540,534.0,0,0,0,0.989
AT00001426,A022,2025-01-03,9.0,8.77,540,526.0,0,0,0,0.974
AT00001427,A022,2025-01-04,9.0,8.77,540,526.0,0,0,0,0.974
AT00001428,A022,2025-01-05,9.0,8.9,540,534.0,0,0,0,0.989
AT00001429,A022,2025-01-06,9.0,8.82,540,529.0,0,0,0,0.98
AT00001430,A022,2025-01-07,9.0,8.68,540,521.0,0,0,10,0.965
AT00001431,A022,2025-01-08,9.0,8.93,540,536.0,0,0,0,0.993
AT00001432,A022,2025-01-09,9.0,8.62,540,517.0,0,0,18,0.957
AT00001433,A022,2025-01-10,9.0,8.78,540,527.0,0,0,0,0.976
AT00001434,A022,2025-01-13,9.0,8.97,540,538.0,0,0,0,0.996
AT00001435,A022,2025-01-14,9.0,8.85,540,531.0,0,0,5,0.983
AT00001436,A022,2025-01-15,9.0,8.83,540,530.0,0,10,0,0.981
AT00001437,A022,2025-01-16,9.0,8.85,540,531.0,0,0,0,0.983
AT00001438,A022,2025-01-17,9.0,8.95,540,537.0,0,0,0,0.994
AT00001439,A022,2025-01-19,9.0,8.92,540,535.0,0,0,0,0.991
AT00001440,A022,2025-01-20,9.0,8.85,540,531.0,0,0,0,0.983
AT00001441,A022,2025-01-21,9.0,8.95,540,537.0,0,0,0,0.994
AT00001442,A022,2025-01-22,9.0,8.85,540,531.0,0,0,0,0.983
AT00001443,A022,2025-01-23,9.0,8.93,540,536.0,0,0,0,0.993
AT00001444,A022,2025-01-24,9.0,8.85,540,531.0,0,0,0,0.983
